2|自然
25FF33(FISH-HAWK)|猛禽類: ミサゴ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF33(HAWK)|猛禽類: タカ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF33(KITE)|猛禽類: トビ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF33(SPARROW-HAWK)|猛禽類: ハイタカ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF33(VULTURE)|猛禽類: ハゲワシ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF331|ツクシガモ
25FF332|双頭のワシ
25FF34|架空の動物達 ~ フクロウ
25FF35|架空の動物達 ~ 愛玩鳥
25FF35(...)|愛玩鳥 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF35(BIRD OF PARADISE)|愛玩鳥: ゴクラクチョウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF35(HORNBILL)|愛玩鳥: サイチョウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF35(PARROT)|愛玩鳥: オウム - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF35(PEACOCK)|愛玩鳥: クジャク - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF36|架空の動物達 ~ 水鳥
25FF36(...)|水鳥 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF36(COOT)|水鳥: オオバン - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF36(DIPPER)|水鳥: ムナジロカワガラス - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF36(DUCK)|水鳥: アヒル - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF36(GOOSE)|水鳥: ガチョウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF36(PELICAN)|水鳥: ペリカン - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF36(SWAMP-HEN)|水鳥: セイケイ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF36(SWAN)|水鳥: ハクチョウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37|架空の動物達 ~ 岸辺の鳥と渉禽類
25FF37(...)|岸辺の鳥と渉禽類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(BITTERN)|岸辺の鳥と渉禽類: サンカノゴイ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(CRANE)|岸辺の鳥と渉禽類: ツル - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(GULL)|岸辺の鳥と渉禽類: カモメ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(HERON)|岸辺の鳥と渉禽類: サギ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(IBIS)|岸辺の鳥と渉禽類: トキ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(LAPWING)|岸辺の鳥と渉禽類: タゲリ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(MARABOU)|岸辺の鳥と渉禽類: アフリカ・ハゲコウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(PLOVER)|岸辺の鳥と渉禽類: チドリ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(PURPLE WATER-HEN)|岸辺の鳥と渉禽類: アメリカムラサキバン - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(SNIPE)|岸辺の鳥と渉禽類: シギ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(STORK)|岸辺の鳥と渉禽類: コウノトリ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(TROCHILUS)|岸辺の鳥と渉禽類: tロック鳥hilus - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF37(WOODCOCK)|岸辺の鳥と渉禽類: ヤマシギ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF371|カラドリウス (caladrius)', 'charadrius' (架空の鳥)
25FF38|架空の動物達 ~ 走鳥類
25FF38(...)|走鳥類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF38(BUSTARD)|走鳥類: ノガン - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF38(OSTRICH)|走鳥類: ダチョウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF38(PARTRIDGE)|走鳥類: ヤマウズラ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF38(PHEASANT)|走鳥類: キジ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF38(QUAIL)|走鳥類: ウズラ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF38(TURKEY)|走鳥類: シチメンチョウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39|架空の動物達 ~ 上記に示されていないまたは言及されていないその他の鳥
25FF39(...)|その他の鳥 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39(CUCKOO)|その他の鳥: カッコウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39(DODO)|その他の鳥: ドードー - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39(DOVE)|その他の鳥: ハト - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39(HOOPOE)|その他の鳥: ヤツガシラ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39(HUMMING-BIRD)|その他の鳥: ハチドリ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39(KINGFISHER)|その他の鳥: カワセミ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39(TURTLE DOVE)|その他の鳥: コキジバト - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39(WOODPECKER)|その他の鳥: キツツキ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF39(WRYNECK)|その他の鳥: アリスイ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF4|架空の動物達 ~ 爬虫類
25FF41|架空の動物達 ~ トカゲ亜目
25FF41(...)|トカゲ亜目 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF41(CHAMELEON)|トカゲ亜目: カメレオン - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF41(LIZARD)|トカゲ亜目: トカゲ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF411|竜
25FF412|有尾目 (架空の動物); 火の精としてのサラマンダー
25FF42|架空の動物達 ~ ヘビ亜目 (毒蛇, 竜, ヒュドラ (オス), ヒュドラ (メス), ミミズトカゲ属, サハラツノクサリヘビ, スナクサリヘビ属)
25FF42(...)|ヘビ亜目 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF42(ADDER)|ヨーロッパクサリヘビ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF42(VIPER)|ヘビ亜目: マムシ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF421|毒蛇
25FF422|竜 (大きな架空の蛇, 翼と脚がある場合も)
25FF423|ヒュドラ (hydrus)' (水蛇)
25FF4231|ヒドラ (hydra)'; 'Hidra' (リーパ)
25FF424|ミミズトカゲ属' (両端に頭のある蛇)
25FF425|サハラツノクサリヘビ
25FF4251|スナクサリヘビ属'
25FF43|架空の動物達 ~ クロコダイル型類
25FF43(...)|クロコダイル型類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF43(ALLIGATOR)|クロコダイル型類: アリゲータ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF43(CROCODILE)|クロコダイル型類: クロコダイル - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF44|架空の動物達 ~ リクガメ科
25FF5|架空の動物達 ~ 両生類
25FF51|架空の動物達 ~ 無尾両生類
25FF51(...)|無尾両生類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF51(FROG)|無尾両生類: カエル - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF51(TOAD)|無尾両生類: ヒキガエル - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF52|架空の動物達 ~ 有尾両生類
25FF52(...)|有尾両生類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF6|架空の動物達 ~ 魚類
25FF61|レヴィアタン (架空の魚類)
25FF61(...)|軟骨魚類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF61(DOGFISH)|軟骨魚類: ツノザメ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF61(RAY)|軟骨魚類: エイ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF61(SAWFISH)|軟骨魚類: ノコギリエイ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF61(SHARK)|軟骨魚類: サメ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62|タツノオトシゴ, ヒッポカンポス, '海馬 hippocampus', (馬/魚) (神話のハイブリッドモンスター)
25FF62(...)|硬骨魚類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(BARBEL)|硬骨魚類: バーベル - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(BUTTERFISH)|硬骨魚類: マナガツオ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(CARP)|硬骨魚類: コイ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(HERRING)|硬骨魚類: ニシン - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(HIPPOCAMPUS)|硬骨魚類: 海馬 (hippocampus) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(LUNGFISH)|硬骨魚類: 肺魚 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(MACKEREL)|硬骨魚類: サバ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(MULLET)|硬骨魚類: ボラ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(PIKE)|硬骨魚類: キタカワマス - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(PILOT-FISH)|硬骨魚類: ブリモドキ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(RED HERRING)|硬骨魚類: '赤い' または 燻製ニシン: Use 41 C 68 (燻製ニシン); ニシン : 25 F 62 (ニシン) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(ROACH)|硬骨魚類: ローチ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SALMON)|硬骨魚類: サケ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SARDINE)|硬骨魚類: イワシ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SCARUS)|硬骨魚類: アオブダイ属 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SEA-BREAM)|硬骨魚類: マダイ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SEA-DEVIL)|硬骨魚類: アンコウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SEA-PERCH)|硬骨魚類: カサゴ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SEA-WOLF)|硬骨魚類: シーウルフ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SHEAT-FISH)|硬骨魚類: ヨーロッパナマズ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(STURGEON)|硬骨魚類: チョウザメ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SUN-FISH)|硬骨魚類: マンボウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(SWORD-FISH)|硬骨魚類: メカジキ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(TUNNY)|硬骨魚類: マグロ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF62(WEEVER)|硬骨魚類: ハチミシマ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF63|ピストリークス (pistrix)', シードラゴン
25FF63(...)|ウナギ目 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF63(EEL)|ウナギ目: ウナギ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF63(LAMPREY)|ウナギ目: ヤツメウナギ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF63(SEA-EEL)|ウナギ目: アナゴ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF64|コバンザメ (remore)', 'echeneis remora' (架空の魚類)
25FF64(...)|深海性魚類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF65|serra' (巨大なヒレを持つ魚)
25FF65(...)|その他の魚類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF7|架空の動物達 ~ 下等動物
25FF71|架空の動物達 ~ 節足動物 ('ピュラウスタ pyrausta')
25FF711|ピュラウスタ (pyrausta)'
25FF711(...)|昆虫綱 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(ANT)|昆虫綱: アリ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(BEE)|昆虫綱: ハチ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(BEETLE)|昆虫綱: 甲虫 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(BUTTERFLY)|昆虫綱: チョウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(CATERPILLAR)|昆虫綱: 毛虫 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(CICADA)|昆虫綱: セミ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(CRICKET)|昆虫綱: コオロギ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(DAY-FLY)|昆虫綱: カゲロウ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(DUNG-BEETLE)|昆虫綱: 糞虫 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(FLY)|昆虫綱: ハエ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(GLOW-WORM)|昆虫綱: グローワーム - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(GNAT)|昆虫綱: ブヨ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(GRASS-HOPPER)|昆虫綱: バッタ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(ICHNEUMON-FLY)|昆虫綱:エジプトマングース-ハエ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(LADYBIRD)|昆虫綱: テントウムシ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(MANTIS)|昆虫綱: カマキリ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(MOTH)|昆虫綱: ガ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(PRAYING-MANTIS)|昆虫綱: カマキリ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(SCARABAEUS)|昆虫綱: ヒジリタマオシコガネ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF711(WASP)|昆虫綱: スズメバチ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF712|ムカデ綱, ヤスデ綱 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF713|クモ目 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF714|ダニ目 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF715|サソリ目 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF716|甲殻類 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF716(...)|甲殻類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF716(CRAB)|甲殻類: カニ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF716(LOBSTER)|甲殻類: ロブスター - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF72|架空の動物達 ~ 軟体動物
25FF72(...)|架空の動物達 ~ 軟体動物 (名称 を伴う)
25FF72(CUTTLE-FISH)|軟体動物: コウイカ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF72(KRAKEN)|架空の動物達 ~ 軟体動物: クラーケン
25FF72(MUREX)|軟体動物: ホネガイ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF72(MUSSEL)|軟体動物: ムール貝 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF72(NAUTILUS)|軟体動物: オウムガイ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF72(OCTOPUS)|軟体動物: タコ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF72(OYSTER)|軟体動物: カキ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF72(POLYP)|軟体動物: ポリプ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF72(SNAIL)|軟体動物: カタツムリ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF72(SQUID)|軟体動物: イカ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF73|蠕虫類 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF73(...)|蠕虫類 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF74|棘皮動物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF74(...)|棘皮動物 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF74(SEA-URCHIN)|棘皮動物: ウニ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF74(STARFISH)|棘皮動物: ヒトデ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF75|腔腸動物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF75(...)|腔腸動物 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF75(CORAL)|腔腸動物: サンゴ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF75(JELLY-FISH)|腔腸動物:クラゲ - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF75(SPONGE)|腔腸動物: 海綿動物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF76|単細胞生物, 細菌, バシラス綱 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF8|絶滅した動物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF8(...)|絶滅した動物 (名称 を伴う) - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF81|先史時代の動物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF82|化石動物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF9|以下に分類できないその他の架空の動物達:  25 FF 2 - 25 FF 7
