2|Nature
25F62(SEA-WOLF)|poissons osseux : bar
25F62(SHEAT-FISH)|poissons osseux : poisson-chat (silure)
25F62(STURGEON)|poissons osseux : esturgeon
25F62(SUN-FISH)|poissons osseux : poisson lune
25F62(SWORD-FISH)|poissons osseux : espadon
25F62(TUNNY)|poissons osseux : thon
25F62(WEEVER)|poissons osseux : vive
25F63|anguilles
25F63(...)|anguilles (avec NOM)
25F63(EEL)|anguilles : anguille
25F63(LAMPREY)|anguilles : lamproie
25F63(SEA-EEL)|anguilles : anguille de mer
25F64|poissons des grands fonds
25F64(...)|poissons des grands fonds (avec NOM)
25F65|autres poissons
25F65(...)|autres poissons (avec NOM)
25F7|animaux inférieurs
25F71|arthropodes
25F711|insectes
25F711(...)|insectes (avec NOM)
25F711(ANT)|insectes : fourmi
25F711(BEE)|insectes : abeille
25F711(BEETLE)|insectes : scarabée
25F711(BUTTERFLY)|insectes : papillon
25F711(CATERPILLAR)|insectes : chenille
25F711(CICADA)|insectes : cigale
25F711(CRICKET)|insectes : grillon
25F711(DAY-FLY)|insectes : mouche éphémère
25F711(DRAGON-FLY)|insectes: libellule
25F711(DUNG-BEETLE)|insectes : bousier
25F711(FLEA)|insectes: puces
25F711(FLY)|insectes : mouche
25F711(GLOW-WORM)|insectes : ver luisant
25F711(GNAT)|insectes : moucheron
25F711(GRASS-HOPPER)|insectes : sauterelle
25F711(HORNET)|insectes: taon
25F711(ICHNEUMON-FLY)|insectes : ichneumon
25F711(LADYBIRD)|insectes : coccinelle
25F711(LOUSE)|insectes: pou
25F711(MANTIS)|insectes : mante (religieuse)
25F711(MOSQUITO)|insectes: moustique
25F711(MOTH)|insectes : papillon de nuit
25F711(PRAYING-MANTIS)|insectes : mante (religieuse)
25F711(SCARABAEUS)|insectes : cerf-volant
25F711(WASP)|insectes : guêpe
25F712|myriapodes, mille-pattes
25F713|araignées
25F713(...)|araignées (avec NOM)
25F714|mites
25F715|scorpions
25F716|crustacés
25F716(...)|crustacés (avec NOM)
25F716(CRAB)|crustacés : crabe
25F716(LOBSTER)|crustacés : homard
25F72|mollusques
25F72(...)|mollusques (avec NOM)
25F72(CUTTLE-FISH)|mollusques : seiche
25F72(MUREX)|mollusques : murex
25F72(MUSSEL)|mollusques : moules
25F72(NAUTILUS)|mollusques : nautile
25F72(OCTOPUS)|mollusques : pieuvre
25F72(OYSTER)|mollusques : huitre
25F72(POLYP)|mollusques : polype
25F72(SNAIL)|mollusques : escargot
25F72(SQUID)|Persès (+ apothéose, déification)
25F73|vers
25F73(...)|vers (avec NOM)
25F74|échinodermes
25F74(...)|échinodermes (avec NOM)
25F74(SEA-URCHIN)|échinodermes : oursin
25F74(STARFISH)|échinodermes : étoile de mer
25F75|coelentérés
25F75(...)|coelentérés (avec NOM)
25F75(CORAL)|coelentérés : corail
25F75(JELLY-FISH)|coelentérés : méduse
25F75(SPONGE)|coelentérés : éponge
25F76|animaux monocellulaires, bactéries, bacilles
25F8|espéces disparues
25F8(...)|espéces disparues (avec NOM)
25F81|animaux préhistoriques
25F82|animaux fossiles
25F9|animaux contrefaits; monstres
25F91|monstres anormalement grands
25F92|monstres anormalement petits
25F93|naissance multiple ~ animaux contrefaits, monstres
25F94|monstres avec parties faisant défaut
25F95|monstres avec parties en nombre excessif
25F951|animal à trois têtes
25F952|animaux à deux corps et seulement une tête
25F96|monstres avec membres, organes en position anormale
25F97|monstres avec parties du corps, membres, organes, etc. de conformation anormale
25F971|monstres avec parties du corps, membres, organes, etc. anormalement grands
25F972|monstres avec parties du corps, membres, organes, etc. anormalement petits
25FF|animaux fabuleux (dits parfois erronément 'grotesques'); 'Mostri' (Ripa)
25FF1|groupes d'animaux fabuleux
25FF2|animaux fabuleux ~ mammifères
25FF21|animaux fabuleux ~ animaux domestiques
25FF22|animaux fabuleux ~ singes
25FF22(...)|singes, singes anthropoïdes (avec NOM) - FF - animaux fabuleux
25FF22(BABOON)|singes, singes anthropoïdes : babouin - FF - animaux fabuleux
25FF23|animaux fabuleux ~ prédateurs
25FF23(...)|animaux fabuleux ~ prédateurs (avec NOM)
25FF23(BADGER)|animaux prédateurs : blaireau - FF - animaux fabuleux
25FF23(BEAR)|animaux prédateurs : ours - FF - animaux fabuleux
25FF23(CHEETAH)|animaux prédateurs : guépard - FF - animaux fabuleux
25FF23(CROCOTAS)|animaux fabuleux ~ prédateurs : crocotas
25FF23(ERMINE)|animaux prédateurs : hermine - FF - animaux fabuleux
25FF23(FERRET)|animaux prédateurs : furet - FF - animaux fabuleux
25FF23(FOX)|animaux prédateurs : renard - FF - animaux fabuleux
25FF23(HYENA)|animaux prédateurs : hyène - FF - animaux fabuleux
25FF23(ICHNEUMON)|animaux prédateurs : ichneumon - FF - animaux fabuleux
25FF23(LEOPARD)|animaux prédateurs : léopard - FF - animaux fabuleux
25FF23(LION)|animaux prédateurs : lion - FF - animaux fabuleux
25FF23(LYNX)|animaux prédateurs : lynx - FF - animaux fabuleux
25FF23(MANGOUSTE)|animaux prédateurs : mangouste - FF - animaux fabuleux
25FF23(MARTEN)|animaux prédateurs : martre - FF - animaux fabuleux
25FF23(OTTER)|animaux prédateurs : loutre - FF - animaux fabuleux
25FF23(PANTHER)|animaux prédateurs : panthère - FF - animaux fabuleux
25FF23(SABLE)|animaux prédateurs : zibeline - FF - animaux fabuleux
25FF23(TIGER)|animaux prédateurs : tigre - FF - animaux fabuleux
25FF23(WEASEL)|animaux prédateurs : belette - FF - animaux fabuleux
25FF23(WOLF)|animaux prédateurs : loup - FF - animaux fabuleux
25FF231|griffon (lion/aigle); 'Griffo' (Ripa)
25FF232|chimère (lion/chèvre/serpent); 'Chimera' (Ripa)
25FF233|hyène, capable de changer de sexe
25FF24|animaux fabuleux ~ animaux à sabots
25FF24(...)|animaux fabuleux ~ animaux à sabots (avec NOM)
25FF24(ANTELOPE)|animaux à sabots : antilope - FF - animaux fabuleux
25FF24(BISON)|animaux à sabots : bison (bonasus, aurochs) - FF - animaux fabuleux
25FF24(BOAR)|animaux à sabots : sanglier - FF - animaux fabuleux
25FF24(BONNACON)|animaux fabuleux ~ animaux à sabots : bonnacon (bonasa)
25FF24(CAMEL)|animaux à sabots : chameau - FF - animaux fabuleux
25FF24(CATOBLEPAS)|animaux fabuleux ~ animaux à sabots : catoblepas
25FF24(DEER)|animaux à sabots : biche - FF - animaux fabuleux
25FF24(DROMEDARY)|animaux à sabots : dromadaire - FF - animaux fabuleux
25FF24(ELK)|animaux à sabots : élan - FF - animaux fabuleux
25FF24(GAZELLE)|animaux à sabots : gazelle - FF - animaux fabuleux
25FF24(GIRAFFE)|animaux à sabots : girafe - FF - animaux fabuleux
25FF24(GNU)|animaux à sabots : gnou - FF - animaux fabuleux
25FF24(HIPPOPOTAMUS)|animaux à sabots : hippopotame - FF - animaux fabuleux
25FF24(IBEX)|animaux à sabots : bouquetin - FF - animaux fabuleux
25FF24(MUSK-DEER)|animaux à sabots : chevrotin - FF - animaux fabuleux
25FF24(ONAGER)|animaux à sabots : onagre (âne sauvage) - FF - animaux fabuleux
25FF24(ORYX)|animaux à sabots : oryx - FF - animaux fabuleux
25FF24(OX WITH ONE HORN)|animaux fabuleux ~ animaux à sabots : boeuf a corne unique
25FF24(OX WITH THREE HORNS)|animaux fabuleux ~ animaux à sabots : boeuf a trois cornes
25FF24(PEGASUS)|animaux fabuleux ~ animaux à sabots : Utilisez 93 D 1 Pégase, le cheval ailé ou 25FF(WINGED HORSE) pour cheval ailé en dehors du contexte de l'antiquité classique
25FF24(QUAGGA)|animaux à sabots : couagga - FF - animaux fabuleux
25FF24(RHINOCEROS)|animaux à sabots : rhinocéros - FF - animaux fabuleux
25FF24(STAG)|animaux à sabots : cerf - FF - animaux fabuleux
25FF24(WINGED HORSE)|animaux fabuleux ~ animaux à sabots : cheval ailé
25FF241|licorne
25FF2411|licorne prise par une vierge, chasse à la licorne
25FF2412|'pirassoipi' (licorne à deux cornes)
25FF2413|'oryx unicornis' (antilope à sabots fendus)
25FF242|'hippogriffe' (cheval/aigle)
25FF243|'antalops' (renne légendaire)
25FF244|'leucrota'
25FF245|'parandrus' (cerf/ours)
25FF246|éale
25FF2461|'centicore'
25FF25|animaux fabuleux ~ animaux à trompe
25FF25(...)|animaux à trompe (avec NOM) - FF - animaux fabuleux
25FF25(ELEPHANT)|animaux à trompe : éléphant - FF - animaux fabuleux
25FF26|animaux fabuleux ~ rongeurs
25FF26(...)|rongeurs (avec NOM) - FF - animaux fabuleux
25FF26(BEAVER)|rongeur : castor - FF - animaux fabuleux
25FF26(HARE)|rongeur : lièvre - FF - animaux fabuleux
25FF26(MOUSE)|rongeur : souris - FF - animaux fabuleux
25FF26(MUSK-RAT)|rongeur : rat musqué - FF - animaux fabuleux
25FF26(RABBIT)|rongeur : lapin - FF - animaux fabuleux
25FF26(RAT)|rongeur : rat - FF - animaux fabuleux
25FF26(SQUIRREL)|rongeur : écureuil - FF - animaux fabuleux
25FF26(WOMBAT)|rongeur : wombat (phascolome) - FF - animaux fabuleux
25FF27|animaux fabuleux ~ mammifères qui nagent
25FF27(...)|mammifères marins (avec NOM) - FF - animaux fabuleux
25FF27(DOLPHIN)|mammifères marins : dauphin - FF - animaux fabuleux
25FF27(SEAL)|mammifères marins : phoque - FF - animaux fabuleux
25FF27(WHALE)|mammifères marins : baleine - FF - animaux fabuleux
25FF28|animaux fabuleux ~ mammifères volant
25FF28(...)|mammifères à ailes (avec NOM) - FF - animaux fabuleux
25FF28(BAT)|mammifères à ailes : chauve-souris - FF - animaux fabuleux
25FF29|animaux fabuleux ~ autres mammifères non mentionnés ou impliqués ci-dessus
25FF29(...)|animaux fabuleux ~ autres mammifères non mentionnés ou impliqués ci-dessus (avec NOM)
25FF29(ARMADILLO)|autres mammifères : tatou - FF - animaux fabuleux
25FF29(HEDGEHOG)|autres mammifères : hérisson - FF - animaux fabuleux
25FF29(LERTIX)|autres mammifères non mentionnés ou impliqués ci-dessus : lertix
25FF29(MOLE)|autres mammifères : taupe - FF - animaux fabuleux
25FF29(PORCUPINE)|autres mammifères : porc-épic - FF - animaux fabuleux
25FF3|animaux fabuleux ~ oiseaux
25FF3(...)|animaux fabuleux ~ oiseaux (avec NOM)
25FF3(AVALERION)|animaux fabuleux ~ oiseaux : avalerion
25FF3(CARABAS)|animaux fabuleux ~ oiseaux : carabas
25FF3(CARISTA)|animaux fabuleux ~ oiseaux : carista
25FF3(FIRE-BIRD)|animaux fabuleux ~ oiseaux : oiseau de feu
25FF3(HARPY)|animaux fabuleux ~ oiseaux : harpie; 'Arpie' (Ripa)
25FF3(HERCYNIAN BIRD)|animaux fabuleux ~ oiseaux : oiseau hercynien
25FF3(PHOENIX)|animaux fabuleux ~ oiseaux : phénix
25FF3(PORPHYRION)|animaux fabuleux ~ oiseaux : porphyrion
25FF3(ROC)|animaux fabuleux ~ oiseaux : rock (roc)
25FF3(SELEUCIDIAN BIRD)|animaux fabuleux ~ oiseaux : oiseau séleucidien
25FF3(STELLINUS)|animaux fabuleux ~ oiseaux : stellinus
25FF3(TRAGOPA)|animaux fabuleux ~ oiseaux : tragopa
25FF31|animaux fabuleux ~ oiseaux domestiques
25FF311|basilic (coq avec arrière train de serpent)
25FF312|cocatrix, un dragon à deux pattes avec une tête de coq
25FF32|animaux fabuleux ~ oiseaux chanteurs
25FF32(...)|oiseaux chanteurs (avec NOM) - FF - animaux fabuleux
25FF32(CROW)|oiseaux chanteurs : corneille - FF - animaux fabuleux
25FF32(FINCH)|oiseaux chanteurs : pinson - FF - animaux fabuleux
25FF32(GOLDFINCH)|oiseaux chanteurs : chardonneret - FF - animaux fabuleux
25FF32(JACKDAW)|oiseaux chanteurs : choucas - FF - animaux fabuleux
25FF32(LARK)|oiseaux chanteurs : alouette - FF - animaux fabuleux
25FF32(MAGPIE)|oiseaux chanteurs : pie - FF - animaux fabuleux
25FF32(NIGHTINGALE)|oiseaux chanteurs : rossignol - FF - animaux fabuleux
25FF32(RAVEN)|oiseaux chanteurs : corbeau - FF - animaux fabuleux
25FF32(ROBIN)|oiseaux chanteurs : rouge-gorge - FF - animaux fabuleux
25FF32(SPARROW)|oiseaux chanteurs : moineau - FF - animaux fabuleux
25FF32(STARLING)|oiseaux chanteurs : étourneau (sansonnet) - FF - animaux fabuleux
25FF32(SWALLOW)|oiseaux chanteurs : hirondelle - FF - animaux fabuleux
25FF32(THRUSH)|oiseaux chanteurs : grive - FF - animaux fabuleux
25FF32(WAGTAIL)|oiseaux chanteurs : hoche-queue - FF - animaux fabuleux
25FF32(WARBLER)|oiseaux chanteurs : fauvette - FF - animaux fabuleux
25FF32(WHITE THROAT)|oiseaux chanteurs : grisette - FF - animaux fabuleux
25FF32(WREN)|oiseaux chanteurs : roitelet - FF - animaux fabuleux
25FF33|animaux fabuleux ~ oiseaux de proie
25FF33(...)|oiseaux de proie, rapaces (avec NOM) - FF - animaux fabuleux
25FF33(EAGLE)|oiseaux de proie : aigle - FF - animaux fabuleux
25FF33(FALCON)|oiseaux de proie : faucon - FF - animaux fabuleux
25FF33(FISH-HAWK)|oiseaux de proie, rapaces : balbuzard pêcheur, aigle de mer - FF - animaux fabuleux
25FF33(HAWK)|oiseaux de proie : autour - FF - animaux fabuleux
25FF33(KITE)|oiseaux de proie : milan - FF - animaux fabuleux
25FF33(SPARROW-HAWK)|oiseaux de proie : épervier - FF - animaux fabuleux
25FF33(VULTURE)|oiseaux de proie : vautour - FF - animaux fabuleux
25FF331|vulpanser (renard/oie)
25FF332|aigle à deux têtes
25FF34|animaux fabuleux ~ hiboux
25FF35|animaux fabuleux ~ oiseaux décoratifs
25FF35(...)|oiseaux décoratifs (avec NOM) - FF - animaux fabuleux
25FF35(BIRD OF PARADISE)|oiseaux décoratifs : paradisier (oiseau de paradis) - FF - animaux fabuleux
25FF35(HORNBILL)|oiseaux décoratifs : calao - FF - animaux fabuleux
25FF35(PARROT)|oiseaux décoratifs : perroquet - FF - animaux fabuleux
25FF35(PEACOCK)|oiseaux décoratifs : paon - FF - animaux fabuleux
25FF36|animaux fabuleux ~ oiseaux aquatiques
25FF36(...)|oiseaux aquatiques, palmipèdes (avec NOM) - FF - animaux fabuleux
25FF36(COOT)|oiseaux aquatiques : foulque - FF - animaux fabuleux
25FF36(DIPPER)|oiseaux aquatiques : cincle - FF - animaux fabuleux
25FF36(DUCK)|oiseaux aquatiques : canard - FF - animaux fabuleux
25FF36(GOOSE)|oiseaux aquatiques : oie - FF - animaux fabuleux
25FF36(PELICAN)|oiseaux aquatiques : pélican - FF - animaux fabuleux
25FF36(SWAMP-HEN)|oiseaux aquatiques : coq des marais (gélinotte) - FF - animaux fabuleux
25FF36(SWAN)|oiseaux aquatiques : cygne - FF - animaux fabuleux
25FF37|animaux fabuleux ~ échassiers et oiseaux vivant au bord de l'eau
25FF37(...)|échassiers et oiseaux riverains (avec NOM) - FF - animaux fabuleux
25FF37(BITTERN)|échassiers et oiseaux riverains : butor - FF - animaux fabuleux
25FF37(CRANE)|échassiers et oiseaux riverains : grue - FF - animaux fabuleux
25FF37(GULL)|échassiers et oiseaux riverains : mouette - FF - animaux fabuleux
25FF37(HERON)|échassiers et oiseaux riverains : héron - FF - animaux fabuleux
25FF37(IBIS)|échassiers et oiseaux riverains : ibis - FF - animaux fabuleux
25FF37(LAPWING)|échassiers et oiseaux riverains : vanneau - FF - animaux fabuleux
25FF37(MARABOU)|échassiers et oiseaux riverains : marabout - FF - animaux fabuleux
25FF37(PLOVER)|échassiers et oiseaux riverains : pluvier - FF - animaux fabuleux
25FF37(PURPLE WATER-HEN)|échassiers et oiseaux riverains : poule d'eau pourprée - FF - animaux fabuleux
25FF37(SNIPE)|échassiers et oiseaux riverains : bécassine - FF - animaux fabuleux
25FF37(STORK)|échassiers et oiseaux riverains : cigogne - FF - animaux fabuleux
25FF37(TROCHILUS)|échassiers et oiseaux riverains : trochile - FF - animaux fabuleux
25FF37(WOODCOCK)|échassiers et oiseaux riverains : bécasse - FF - animaux fabuleux
25FF371|'caladrius', 'charadrius' (oiseau fabuleux)
25FF38|animaux fabuleux ~ oiseaux coureurs et gallinacés
25FF38(...)|oiseaux coureurs et gallinacés (avec NOM) - FF - animaux fabuleux
25FF38(BUSTARD)|oiseaux coureurs et gallinacés : outarde - FF - animaux fabuleux
25FF38(OSTRICH)|oiseaux coureurs et gallinacés : autruche - FF - animaux fabuleux
25FF38(PARTRIDGE)|oiseaux coureurs et gallinacés : perdrix - FF - animaux fabuleux
25FF38(PHEASANT)|oiseaux coureurs et gallinacés : faisan - FF - animaux fabuleux
25FF38(QUAIL)|oiseaux coureurs et gallinacés : caille - FF - animaux fabuleux
25FF38(TURKEY)|oiseaux coureurs et gallinacés : dindon - FF - animaux fabuleux
25FF39|animaux fabuleux ~ autres oiseaux non mentionnés ou impliqués ci-dessus
25FF39(...)|autres oiseaux (avec NOM) - FF - animaux fabuleux
25FF39(CUCKOO)|autres oiseaux : coucou - FF - animaux fabuleux
25FF39(DODO)|autres oiseaux : dodo (dronte) - FF - animaux fabuleux
25FF39(DOVE)|autres oiseaux : colombe - FF - animaux fabuleux
25FF39(HOOPOE)|autres oiseaux : huppe - FF - animaux fabuleux
25FF39(HUMMING-BIRD)|autres oiseaux : oiseau-mouche - FF - animaux fabuleux
25FF39(KINGFISHER)|autres oiseaux : martin-pêcheur - FF - animaux fabuleux
25FF39(TURTLE DOVE)|autres oiseaux : tourterelle - FF - animaux fabuleux
25FF39(WOODPECKER)|autres oiseaux : pic - FF - animaux fabuleux
25FF39(WRYNECK)|autres oiseaux : torcol - FF - animaux fabuleux
25FF4|animaux fabuleux ~ reptiles
25FF41|animaux fabuleux ~ lézards
25FF41(...)|reptiles sauriens (avec NOM) - FF - animaux fabuleux
25FF41(CHAMELEON)|reptiles sauriens : caméléon - FF - animaux fabuleux
25FF41(LIZARD)|reptiles sauriens : lézard - FF - animaux fabuleux
25FF411|dragon
25FF412|salamandre (animal fabuleux); la salamandre comme génie du feu
25FF42|animaux fabuleux ~ serpents (aspic, dragon, hydrus, hydre, amphisbène, serpent à cornes, céraste)
25FF42(...)|serpents (avec NOM) - FF - animaux fabuleux
25FF42(VIPER)|serpents : vipère - FF - animaux fabuleux
25FF421|aspic
25FF422|dragon (grand serpent, parfois avec des ailes et des pattes)
25FF423|'hydrus' (serpent de mer)
25FF4231|hydre; 'Hidra' (Ripa)
25FF424|amphisbène (serpent avec une tête à chaque extrémité)
25FF425|serpent à cornes
25FF4251|céraste (vipère à cornes)
25FF43|animaux fabuleux ~ crocodiles
25FF43(...)|crocodiles (avec NOM) - FF - animaux fabuleux
25FF43(ALLIGATOR)|crocodiles : alligator - FF - animaux fabuleux
25FF43(CROCODILE)|crocodiles : crocodile - FF - animaux fabuleux
25FF44|animaux fabuleux ~ tortues
25FF5|animaux fabuleux ~ amphibiens
25FF51|animaux fabuleux ~ amphibiens sans queue
25FF51(...)|batraciens sans queue (avec NOM) - FF - animaux fabuleux
25FF51(FROG)|batraciens sans queue : grenouille - FF - animaux fabuleux
25FF51(TOAD)|batraciens sans queue : crapaud - FF - animaux fabuleux
25FF52|animaux fabuleux ~ amphibiens avec queue
25FF52(...)|batraciens à queue (avec NOM) - FF - animaux fabuleux
25FF6|animaux fabuleux ~ poissons
25FF61|léviathan (poisson fabuleux)
25FF61(...)|poissons cartilagineux (avec NOM) - FF - animaux fabuleux
25FF61(DOGFISH)|poissons cartilagineux : chien de mer (roussette) - FF - animaux fabuleux
25FF61(RAY)|poissons cartilagineux : raie - FF - animaux fabuleux
25FF61(SAWFISH)|poissons cartilagineux : poisson scie - FF - animaux fabuleux
25FF61(SHARK)|poissons cartilagineux : requin - FF - animaux fabuleux
25FF62|cheval marin, hippocampe (cheval/poisson) (monstre hybride mythologique)
25FF62(...)|poissons osseux (avec NOM) - FF - animaux fabuleux
25FF62(BARBEL)|poissons osseux : barbeau - FF - animaux fabuleux
25FF62(BUTTERFISH)|poissons osseux : blennie - FF - animaux fabuleux
25FF62(CARP)|poissons osseux : carpe - FF - animaux fabuleux
25FF62(HERRING)|poissons osseux : hareng - FF - animaux fabuleux
25FF62(HIPPOCAMPUS)|poissons osseux : hippocampe - FF - animaux fabuleux
25FF62(LUNGFISH)|poissons osseux : dipneuste - FF - animaux fabuleux
25FF62(MACKEREL)|poissons osseux : maquereau - FF - animaux fabuleux
25FF62(MULLET)|poissons osseux : mulet - FF - animaux fabuleux
25FF62(PIKE)|poissons osseux : brochet - FF - animaux fabuleux
25FF62(PILOT-FISH)|poissons osseux : poisson pilote - FF - animaux fabuleux
25FF62(RED HERRING)|hareng fumé : Utilisez 41 C 68 (SMOKED HERRING); hareng : Utilisez 25 F 62 (HERRING) - FF - animaux fabuleux
25FF62(ROACH)|poissons osseux : gardon - FF - animaux fabuleux
25FF62(SALMON)|poissons osseux : saumon - FF - animaux fabuleux
25FF62(SARDINE)|poissons osseux : sardine - FF - animaux fabuleux
25FF62(SCARUS)|poissons osseux : poisson-perroquet - FF - animaux fabuleux
25FF62(SEA-BREAM)|poissons osseux : daurade - FF - animaux fabuleux
25FF62(SEA-DEVIL)|poissons osseux : diable de mer - FF - animaux fabuleux
25FF62(SEA-PERCH)|poissons osseux : perche de mer (serran) - FF - animaux fabuleux
25FF62(SEA-WOLF)|poissons osseux : bar - FF - animaux fabuleux
25FF62(SHEAT-FISH)|poissons osseux : poisson-chat (silure) - FF - animaux fabuleux
25FF62(STURGEON)|poissons osseux : esturgeon - FF - animaux fabuleux
25FF62(SUN-FISH)|poissons osseux : poisson lune - FF - animaux fabuleux
25FF62(SWORD-FISH)|poissons osseux : espadon - FF - animaux fabuleux
25FF62(TUNNY)|poissons osseux : thon - FF - animaux fabuleux
25FF62(WEEVER)|poissons osseux : vive - FF - animaux fabuleux
25FF63|'pistrix', dragon de mer
25FF63(...)|anguilles (avec NOM) - FF - animaux fabuleux
25FF63(EEL)|anguilles : anguille - FF - animaux fabuleux
25FF63(LAMPREY)|anguilles : lamproie - FF - animaux fabuleux
25FF63(SEA-EEL)|anguilles : anguille de mer - FF - animaux fabuleux
25FF64|rémora, 'echeneis remora' (poisson fabuleux)
25FF64(...)|poissons des grands fonds (avec NOM) - FF - animaux fabuleux
25FF65|'serra' (poisson aux grandes nageoires)
25FF65(...)|autres poissons (avec NOM) - FF - animaux fabuleux
25FF7|animaux fabuleux ~ animaux inférieurs
25FF71|animaux fabuleux ~ arthropodes ('pyrausta')
25FF711|'pyrausta'
25FF711(...)|insectes (avec NOM) - FF - animaux fabuleux
25FF711(ANT)|insectes : fourmi - FF - animaux fabuleux
25FF711(BEE)|insectes : abeille - FF - animaux fabuleux
25FF711(BEETLE)|insectes : scarabée - FF - animaux fabuleux
25FF711(BUTTERFLY)|insectes : papillon - FF - animaux fabuleux
25FF711(CATERPILLAR)|insectes : chenille - FF - animaux fabuleux
25FF711(CICADA)|insectes : cigale - FF - animaux fabuleux
25FF711(CRICKET)|insectes : grillon - FF - animaux fabuleux
25FF711(DAY-FLY)|insectes : mouche éphémère - FF - animaux fabuleux
25FF711(DUNG-BEETLE)|insectes : bousier - FF - animaux fabuleux
25FF711(FLY)|insectes : mouche - FF - animaux fabuleux
25FF711(GLOW-WORM)|insectes : ver luisant - FF - animaux fabuleux
25FF711(GNAT)|insectes : moucheron - FF - animaux fabuleux
25FF711(GRASS-HOPPER)|insectes : sauterelle - FF - animaux fabuleux
25FF711(ICHNEUMON-FLY)|insectes : ichneumon - FF - animaux fabuleux
25FF711(LADYBIRD)|insectes : coccinelle - FF - animaux fabuleux
25FF711(MANTIS)|insectes : mante (religieuse) - FF - animaux fabuleux
25FF711(MOTH)|insectes : papillon de nuit - FF - animaux fabuleux
25FF711(PRAYING-MANTIS)|insectes : mante (religieuse) - FF - animaux fabuleux
25FF711(SCARABAEUS)|insectes : cerf-volant - FF - animaux fabuleux
25FF711(WASP)|insectes : guêpe - FF - animaux fabuleux
25FF712|myriapodes, mille-pattes - FF - animaux fabuleux
25FF713|araignées - FF - animaux fabuleux
25FF714|mites - FF - animaux fabuleux
25FF715|scorpions - FF - animaux fabuleux
25FF716|crustacés - FF - animaux fabuleux
25FF716(...)|crustacés (avec NOM) - FF - animaux fabuleux
25FF716(CRAB)|crustacés : crabe - FF - animaux fabuleux
25FF716(LOBSTER)|crustacés : homard - FF - animaux fabuleux
25FF72|animaux fabuleux ~ mollusques
25FF72(...)|animaux fabuleux ~ mollusques (avec NOM)
25FF72(CUTTLE-FISH)|mollusques : seiche - FF - animaux fabuleux
25FF72(KRAKEN)|animaux fabuleux ~ mollusques : kraken
25FF72(MUREX)|mollusques : murex - FF - animaux fabuleux
25FF72(MUSSEL)|mollusques : moules - FF - animaux fabuleux
25FF72(NAUTILUS)|mollusques : nautile - FF - animaux fabuleux
25FF72(OCTOPUS)|mollusques : pieuvre - FF - animaux fabuleux
25FF72(OYSTER)|mollusques : huitre - FF - animaux fabuleux
25FF72(POLYP)|mollusques : polype - FF - animaux fabuleux
25FF72(SNAIL)|mollusques : escargot - FF - animaux fabuleux
25FF72(SQUID)|mollusques : calmar (calamar) - FF - animaux fabuleux
25FF73|vers - FF - animaux fabuleux
25FF73(...)|vers (avec NOM) - FF - animaux fabuleux
25FF74|échinodermes - FF - animaux fabuleux
25FF74(...)|échinodermes (avec NOM) - FF - animaux fabuleux
25FF74(SEA-URCHIN)|échinodermes : oursin - FF - animaux fabuleux
25FF74(STARFISH)|échinodermes : étoile de mer - FF - animaux fabuleux
25FF75|coelentérés - FF - animaux fabuleux
25FF75(...)|coelentérés (avec NOM) - FF - animaux fabuleux
25FF75(CORAL)|coelentérés : corail - FF - animaux fabuleux
25FF75(JELLY-FISH)|coelentérés : méduse - FF - animaux fabuleux
25FF75(SPONGE)|coelentérés : éponge - FF - animaux fabuleux
25FF76|animaux monocellulaires, bactéries, bacilles - FF - animaux fabuleux
25FF8|animaux fabuleux ~espéces disparues
25FF8(...)|espéces disparues (avec NOM) - FF - animaux fabuleux
25FF81|animaux préhistoriques - FF - animaux fabuleux
25FF82|animaux fossiles - FF - animaux fabuleux
25FF9|autres animaux fabuleux qui ne peuvent être classés sous 25 FF 2 - 25 FF 7
25FF91|monstres anormalement grands - FF - animaux fabuleux
25FF92|monstres anormalement petits - FF - animaux fabuleux
25FF93|naissance multiple ~ animaux contrefaits, monstres - FF - animaux fabuleux
25FF94|monstres avec parties faisant défaut - FF - animaux fabuleux
25FF95|monstres avec parties en nombre excessif - FF - animaux fabuleux
25FF951|animal à trois têtes - FF - animaux fabuleux
25FF952|animaux à deux corps et seulement une tête - FF - animaux fabuleux
25FF96|monstres avec membres, organes en position anormale - FF - animaux fabuleux
25FF97|monstres avec parties du corps, membres, organes, etc. de conformation anormale - FF - animaux fabuleux
25FF971|monstres avec parties du corps, membres, organes, etc. anormalement grands - FF - animaux fabuleux
25FF972|monstres avec parties du corps, membres, organes, etc. anormalement petits - FF - animaux fabuleux
25G|plantes; végétation
25G1|plantes (en général)
25G11|groupes d'arbres
25G12|groupes d'arbustes, d'arbrisseaux
25G13|groupes de plantes (herbes)
25G14|groupes de plantes inférieures
25G2|produits de plantes en général
25G21|fruits
25G21(...)|fruits (avec NOM)
25G21(ACORN)|fruits : gland
25G21(ALMOND)|fruits : amande
25G21(APPLE)|fruits : pomme
25G21(BEANS)|fruits : haricots
25G21(BILBERRY)|fruits : myrtille
25G21(BLACKBERRY)|fruits : ronce
25G21(CHERRY)|fruits : cérise
25G21(CHESTNUT)|fruits : châtaigne
25G21(FIG)|fruits : figue
25G21(GOURD)|fruits : gourde
25G21(HAZELNUT)|fruits: noisette
25G21(KAKI PERSIMMON)|fruits : plaqueminier
25G21(LEMON)|fruits : citron
25G21(MEDLAR)|fruits : nefle
25G21(MELON)|fruits : melon
