2|Nature
25FF37(PLOVER)|shore-birds and wading-birds: plover - FF - fabulous animals
25FF37(PURPLE WATER-HEN)|shore-birds and wading-birds: purple water-hen - FF - fabulous animals
25FF37(SNIPE)|shore-birds and wading-birds: snipe - FF - fabulous animals
25FF37(STORK)|shore-birds and wading-birds: stork - FF - fabulous animals
25FF37(TROCHILUS)|shore-birds and wading-birds: trochilus - FF - fabulous animals
25FF37(WOODCOCK)|shore-birds and wading-birds: woodcock - FF - fabulous animals
25FF371|'caladrius', 'charadrius' (fabulous bird)
25FF38|fabulous animals ~ walker and runner birds
25FF38(...)|walker and runner birds (with NAME) - FF - fabulous animals
25FF38(BUSTARD)|walker and runner birds: bustard - FF - fabulous animals
25FF38(OSTRICH)|walker and runner birds: ostrich - FF - fabulous animals
25FF38(PARTRIDGE)|walker and runner birds: partridge - FF - fabulous animals
25FF38(PHEASANT)|walker and runner birds: pheasant - FF - fabulous animals
25FF38(QUAIL)|walker and runner birds: quail - FF - fabulous animals
25FF38(TURKEY)|walker and runner birds: turkey - FF - fabulous animals
25FF39|fabulous animals ~ other birds not meant of mentioned above
25FF39(...)|other birds (with NAME) - FF - fabulous animals
25FF39(CUCKOO)|other birds: cuckoo - FF - fabulous animals
25FF39(DODO)|other birds: dodo - FF - fabulous animals
25FF39(DOVE)|other birds: dove - FF - fabulous animals
25FF39(HOOPOE)|other birds: hoopoe - FF - fabulous animals
25FF39(HUMMING-BIRD)|other birds: humming-bird - FF - fabulous animals
25FF39(KINGFISHER)|other birds: kingfisher - FF - fabulous animals
25FF39(TURTLE DOVE)|other birds: turtle dove - FF - fabulous animals
25FF39(WOODPECKER)|other birds: woodpecker - FF - fabulous animals
25FF39(WRYNECK)|other birds: wryneck - FF - fabulous animals
25FF4|fabulous animals ~ reptiles
25FF41|fabulous animals ~ lizards
25FF41(...)|lizards (with NAME) - FF - fabulous animals
25FF41(CHAMELEON)|lizards: chameleon - FF - fabulous animals
25FF41(LIZARD)|lizards: lizard - FF - fabulous animals
25FF411|dragon
25FF412|salamander (fabulous animal); salamander as spirit of fire
25FF42|fabulous animals ~ snakes (aspic, dragon, hydrus, hydra, amphisbaena, horned snake, cerastes)
25FF42(...)|snakes (with NAME) - FF - fabulous animals
25FF42(VIPER)|snakes: viper - FF - fabulous animals
25FF421|aspic
25FF422|dragon (large fabulous serpent, sometimes with wings and legs)
25FF423|'hydrus' (watersnake)
25FF4231|'hydra'; 'Hidra' (Ripa)
25FF424|'amphisbaena' (snake with head at both ends)
25FF425|horned snake
25FF4251|'cerastes'
25FF43|fabulous animals ~ crocodiles
25FF43(...)|crocodiles (with NAME) - FF - fabulous animals
25FF43(ALLIGATOR)|crocodiles: alligator - FF - fabulous animals
25FF43(CROCODILE)|crocodiles: crocodile - FF - fabulous animals
25FF44|fabulous animals ~ tortoises
25FF5|fabulous animals ~ amphibians
25FF51|fabulous animals ~ tailless amphibians
25FF51(...)|tailless amphibians (with NAME) - FF - fabulous animals
25FF51(FROG)|tailless amphibians: frog - FF - fabulous animals
25FF51(TOAD)|tailless amphibians: toad - FF - fabulous animals
25FF52|fabulous animals ~ amphibians with tail
25FF52(...)|amphibians with tail (with NAME) - FF - fabulous animals
25FF6|fabulous animals ~ fishes
25FF61|leviathan (fabulous fish)
25FF61(...)|cartilaginous fishes (with NAME) - FF - fabulous animals
25FF61(DOGFISH)|cartilaginous fishes: dogfish - FF - fabulous animals
25FF61(RAY)|cartilaginous fishes: ray - FF - fabulous animals
25FF61(SAWFISH)|cartilaginous fishes: sawfish - FF - fabulous animals
25FF61(SHARK)|cartilaginous fishes: shark - FF - fabulous animals
25FF62|sea-horse, hippocamp, 'hippocampus', (horse/fish) (mythological hybrid monster)
25FF62(...)|bony fishes (with NAME) - FF - fabulous animals
25FF62(BARBEL)|bony fishes: barbel - FF - fabulous animals
25FF62(BUTTERFISH)|bony fishes: butterfish - FF - fabulous animals
25FF62(CARP)|bony fishes: carp - FF - fabulous animals
25FF62(HERRING)|bony fishes: herring - FF - fabulous animals
25FF62(HIPPOCAMPUS)|bony fishes: hippocampus - FF - fabulous animals
25FF62(LUNGFISH)|bony fishes: lungfish - FF - fabulous animals
25FF62(MACKEREL)|bony fishes: mackerel - FF - fabulous animals
25FF62(MULLET)|bony fishes: mullet - FF - fabulous animals
25FF62(PIKE)|bony fishes: pike - FF - fabulous animals
25FF62(PILOT-FISH)|bony fishes: pilot-fish - FF - fabulous animals
25FF62(RED HERRING)|'red' or smoked herring : Use 41 C 68 (SMOKED HERRING); herring : Use 25 F 62 (HERRING) - FF - fabulous animals
25FF62(ROACH)|bony fishes: roach - FF - fabulous animals
25FF62(SALMON)|bony fishes: salmon - FF - fabulous animals
25FF62(SARDINE)|bony fishes: sardine - FF - fabulous animals
25FF62(SCARUS)|bony fishes: scarus - FF - fabulous animals
25FF62(SEA-BREAM)|bony fishes: sea-bream - FF - fabulous animals
25FF62(SEA-DEVIL)|bony fishes: sea-devil - FF - fabulous animals
25FF62(SEA-PERCH)|bony fishes: sea-perch - FF - fabulous animals
25FF62(SEA-WOLF)|bony fishes: sea-wolf - FF - fabulous animals
25FF62(SHEAT-FISH)|bony fishes: sheat-fish - FF - fabulous animals
25FF62(STURGEON)|bony fishes: sturgeon - FF - fabulous animals
25FF62(SUN-FISH)|bony fishes: sun-fish - FF - fabulous animals
25FF62(SWORD-FISH)|bony fishes: sword-fish - FF - fabulous animals
25FF62(TUNNY)|bony fishes: tunny - FF - fabulous animals
25FF62(WEEVER)|bony fishes: weever - FF - fabulous animals
25FF63|'pistrix', sea-dragon
25FF63(...)|eels (with NAME) - FF - fabulous animals
25FF63(EEL)|eels: eel - FF - fabulous animals
25FF63(LAMPREY)|eels: lamprey - FF - fabulous animals
25FF63(SEA-EEL)|eels: sea-eel - FF - fabulous animals
25FF64|'remore', 'echeneis remora' (fabulous fish)
25FF64(...)|deep-sea fishes (with NAME) - FF - fabulous animals
25FF65|'serra' (fish with enormous fins)
25FF65(...)|other fishes (with NAME) - FF - fabulous animals
25FF7|fabulous animals ~ lower animals
25FF71|fabulous animals ~ arthropods ('pyrausta')
25FF711|'pyrausta'
25FF711(...)|insects (with NAME) - FF - fabulous animals
25FF711(ANT)|insects: ant - FF - fabulous animals
25FF711(BEE)|insects: bee - FF - fabulous animals
25FF711(BEETLE)|insects: beetle - FF - fabulous animals
25FF711(BUTTERFLY)|insects: butterfly - FF - fabulous animals
25FF711(CATERPILLAR)|insects: caterpillar - FF - fabulous animals
25FF711(CICADA)|insects: cicada - FF - fabulous animals
25FF711(CRICKET)|insects: cricket - FF - fabulous animals
25FF711(DAY-FLY)|insects: day-fly - FF - fabulous animals
25FF711(DUNG-BEETLE)|insects: dung-beetle - FF - fabulous animals
25FF711(FLY)|insects: fly - FF - fabulous animals
25FF711(GLOW-WORM)|insects: glow-worm - FF - fabulous animals
25FF711(GNAT)|insects: gnat - FF - fabulous animals
25FF711(GRASS-HOPPER)|insects: grass-hopper - FF - fabulous animals
25FF711(ICHNEUMON-FLY)|insects: ichneumon-fly - FF - fabulous animals
25FF711(LADYBIRD)|insects: ladybird - FF - fabulous animals
25FF711(MANTIS)|insects: mantis - FF - fabulous animals
25FF711(MOTH)|insects: moth - FF - fabulous animals
25FF711(PRAYING-MANTIS)|insects: praying-mantis - FF - fabulous animals
25FF711(SCARABAEUS)|insects: scarabaeus - FF - fabulous animals
25FF711(WASP)|insects: wasp - FF - fabulous animals
25FF712|centipedes, millipedes - FF - fabulous animals
25FF713|spiders - FF - fabulous animals
25FF714|mites - FF - fabulous animals
25FF715|scorpions - FF - fabulous animals
25FF716|crustaceans - FF - fabulous animals
25FF716(...)|crustaceans (with NAME) - FF - fabulous animals
25FF716(CRAB)|crustaceans: crab - FF - fabulous animals
25FF716(LOBSTER)|crustaceans: lobster - FF - fabulous animals
25FF72|fabulous animals ~ molluscs
25FF72(...)|fabulous animals ~ molluscs (with NAME)
25FF72(CUTTLE-FISH)|molluscs: cuttle-fish - FF - fabulous animals
25FF72(KRAKEN)|fabulous animals ~ molluscs: kraken
25FF72(MUREX)|molluscs: murex - FF - fabulous animals
25FF72(MUSSEL)|molluscs: mussel - FF - fabulous animals
25FF72(NAUTILUS)|molluscs: nautilus - FF - fabulous animals
25FF72(OCTOPUS)|molluscs: octopus - FF - fabulous animals
25FF72(OYSTER)|molluscs: oyster - FF - fabulous animals
25FF72(POLYP)|molluscs: polyp - FF - fabulous animals
25FF72(SNAIL)|molluscs: snail - FF - fabulous animals
25FF72(SQUID)|molluscs: squid - FF - fabulous animals
25FF73|worms - FF - fabulous animals
25FF73(...)|worms (with NAME) - FF - fabulous animals
25FF74|echinoderms - FF - fabulous animals
25FF74(...)|echinoderms (with NAME) - FF - fabulous animals
25FF74(SEA-URCHIN)|echinoderms: sea-urchin - FF - fabulous animals
25FF74(STARFISH)|echinoderms: starfish - FF - fabulous animals
25FF75|coelenterata - FF - fabulous animals
25FF75(...)|coelenterata (with NAME) - FF - fabulous animals
25FF75(CORAL)|coelenterata: coral - FF - fabulous animals
25FF75(JELLY-FISH)|coelenterata: jelly-fish - FF - fabulous animals
25FF75(SPONGE)|coelenterata: sponge - FF - fabulous animals
25FF76|unicellular animals, bacteria, bacilli - FF - fabulous animals
25FF8|fabulous animals ~extinct animals
25FF8(...)|extinct animals (with NAME) - FF - fabulous animals
25FF81|prehistoric animals - FF - fabulous animals
25FF82|fossil animals - FF - fabulous animals
25FF9|still other fabulous animals which cannot be classified under 25 FF 2 - 25 FF 7
25FF91|monsters larger than normal - FF - fabulous animals
25FF92|monsters smaller than normal - FF - fabulous animals
25FF93|multiple birth ~ mis-shapen animals, monsters - FF - fabulous animals
25FF94|monsters with parts missing - FF - fabulous animals
25FF95|monsters with parts in greater number than normal - FF - fabulous animals
25FF951|three-headed beast - FF - fabulous animals
25FF952|bicorporates, animals with two bodies and a single head - FF - fabulous animals
25FF96|monsters with limbs, organs, etc. in unusual places - FF - fabulous animals
25FF97|monsters with parts, limbs, organs, etc. of abnormal shape - FF - fabulous animals
25FF971|monsters with parts, limbs, organs, etc. larger than normal - FF - fabulous animals
25FF972|monsters with parts, limbs, organs, etc. smaller than normal - FF - fabulous animals
25G|plants; vegetation
25G1|plants (in general)
25G11|groups of trees
25G12|groups of shrubs
25G13|groups of plants (herbs)
25G14|groups of lower plants
25G2|products of plants in general
25G21|fruits
25G21(...)|fruits (with NAME)
25G21(ACORN)|fruits: acorn
25G21(ALMOND)|fruits: almond
25G21(APPLE)|fruits: apple
25G21(BEANS)|fruits: beans
25G21(BILBERRY)|fruits: bilberry
25G21(BLACKBERRY)|fruits: blackberry
25G21(CHERRY)|fruits: cherry
25G21(CHESTNUT)|fruits: chestnut
25G21(FIG)|fruits: fig
25G21(GOURD)|fruits: gourd
25G21(HAZELNUT)|fruits: hazelnut
25G21(KAKI PERSIMMON)|fruits: kaki persimmon
25G21(LEMON)|fruits: lemon
25G21(MEDLAR)|fruits: medlar
25G21(MELON)|fruits: melon
25G21(MULBERRY)|fruits: mulberry
25G21(NUTS)|fruits: nuts
25G21(OLIVE)|fruits: olive
25G21(ORANGE)|fruits: orange
25G21(PEACH)|fruits: peach
25G21(PEAR)|fruits: pear
25G21(PINE-CONE)|fruits: pine-cone
25G21(PINEAPPLE)|fruits: pineapple
25G21(PLUM)|fruits: plum
25G21(POMEGRANATE)|fruits: pomegranate
25G21(PUMPKIN)|fruits: pumpkin
25G21(QUINCE)|fruits: quince
25G21(RASPBERRY)|fruits: raspberry
25G21(SPRUCE-CONE)|fruits: spruce-cone
25G21(STRAWBERRY)|fruits: strawberry
25G21(WALNUT)|fruits: walnut
25G211|parts of a fruit
25G211(...)|parts of a fruit (with NAME)
25G211(NUTSHELL)|parts of a fruit: nutshell
25G2111|seed
25G2111(...)|seed (with NAME)
25G2111(PEA)|seed: pea
25G2111(THISTLE-SEED)|seed: thistle-seed
25G22|(non-fruit) products of plants or trees
25G22(...)|(non-fruit) products of plants or trees (with NAME)
25G22(ASPARAGUS)|(non-fruit) products of plants or trees: asparagus
25G22(CINNAMON)|(non-fruit) products of plants or trees: cinnamon
25G22(ONION)|(non-fruit) products of plants or trees: onion
25G22(RADISH)|(non-fruit) products of plants or trees: radish
25G22(TURNIP)|(non-fruit) products of plants or trees: turnip
25G3|trees
25G3(...)|trees (with NAME)
25G3(ACACIA)|trees: acacia
25G3(ACER)|trees: acer
25G3(ALDER)|trees: alder
25G3(ALMOND-TREE)|trees: almond-tree
25G3(APPLE-TREE)|trees: apple-tree
25G3(ASH-TREE)|trees: ash-tree
25G3(AVOCADO)|trees: avocado
25G3(BEECH)|trees: beech
25G3(BIRCH)|trees: birch
25G3(CEDAR)|trees: cedar
25G3(CHERRY-TREE)|trees: cherry-tree
25G3(COCONUT-TREE)|trees: coconut-tree
25G3(CYPRESS)|trees: cypress
25G3(DATE-PALM)|trees: date-palm
25G3(DRACENA)|trees: dracena
25G3(ELM)|trees: elm
25G3(FIG-TREE)|trees: fig-tree
25G3(FIR)|trees: fir
25G3(HOLM-OAK)|trees: holm-oak
25G3(INDIAN BANYAN)|trees: Indian banyan
25G3(LAUREL)|trees: laurel
25G3(LEMON-TREE)|trees: lemon-tree
25G3(LINDEN)|trees: linden
25G3(MULBERRY-TREE)|trees: mulberry-tree
25G3(MYRRH-TREE)|trees: myrrh-tree
25G3(OAK)|trees: oak
25G3(OLEASTER)|trees: oleaster
25G3(OLIVE-TREE)|trees: olive-tree
25G3(ORANGE-TREE)|trees: orange-tree
25G3(PALM-TREE)|trees: palm-tree
25G3(PEACH-TREE)|trees: peach-tree
25G3(PEAR-TREE)|trees (with NAME)
25G3(PINE)|trees: pine
25G3(PLANE-TREE)|trees: plane-tree
25G3(PLUM-TREE)|trees: plum tree
25G3(POMEGRANATE-TREE)|trees: pomegranate-tree
25G3(POPLAR)|trees: poplar
25G3(QUINCE-TREE)|trees: quince-tree
25G3(SPRUCE)|trees: spruce
25G3(STINKING BEAN TREFOIL)|trees: stinking bean trefoil
25G3(WALNUT-TREE)|trees: walnut-tree
25G3(WHITE POPLAR)|trees: white poplar
25G3(WILLOW)|trees: willow
25G3(YEW)|trees: yew
25G31|shrubs
25G31(...)|shrubs (with NAME)
25G31(BLACKBERRY-BUSH)|shrubs: blackberry-bush
25G31(BOX)|shrubs: box
25G31(BROOM)|shrubs: broom
25G31(BUCKTHORN)|shrubs: buckthorn
25G31(HAZEL)|shrubs: hazel
25G31(JUNIPER)|shrubs: juniper
25G31(MYRTLE)|shrubs: myrtle
25G31(OLEANDER)|shrubs: oleander
25G31(PRIVET)|shrubs: privet
25G31(ROSE-BUSH)|shrubs: rose-bush
25G39|tree as a scheme of relations, diagram in form of a tree
25G391|philosophical tree (Arbor philosophicus) ~ alchemy
25G4|plants and herbs
25G4(...)|plants and herbs (with NAME)
25G4(ACANTHUS)|plants and herbs: acanthus
25G4(ALOE)|plants and herbs: aloe
25G4(AMARANTH)|plants and herbs: amaranth
25G4(ARTICHOKE)|plants and herbs: artichoke
25G4(BARLEY)|plants and herbs: barley
25G4(BASIL)|plants and herbs: basil
25G4(BEAN)|plants and herbs: bean
25G4(CABBAGE)|plants and herbs: cabbage
25G4(CACTUS)|plants and herbs: cactus
25G4(CAMOMILE)|plants and herbs: camomile
25G4(CHONDRILLA)|plants and herbs: chondrilla
25G4(CLOVER)|plants and herbs: clover
25G4(DICTAMNUS)|plants and herbs: dictamnus
25G4(FIELD ERYNGO)|plants and herbs: field eryngo
25G4(FLEA-BANE)|plants and herbs: flea-bane
25G4(GARLIC)|plants and herbs: garlic
25G4(GERMANDER)|plants and herbs: germander
25G4(GIANT FENNEL)|plants and herbs: giant fennel
25G4(GROUNDSEL)|plants and herbs: groundsel
25G4(HELLEBORE)|plants and herbs: hellebore
25G4(HEMLOCK)|plants and herbs: hemlock
25G4(HENBANE)|plants and herbs: henbane
25G4(HOP)|plants and herbs: hop
25G4(HOUSELEEK)|plants and herbs: houseleek
25G4(HYSSOP)|plants and herbs: hyssop
25G4(IVY)|plants and herbs: ivy
25G4(LETTUCE)|plants and herbs: lettuce
25G4(LOTUS)|plants and herbs: lotus
25G4(LUPIN)|plants and herbs: lupin
25G4(MANDRAKE)|plants and herbs: mandrake
25G4(MARJORAM)|plants and herbs: marjoram
25G4(MINT)|plants and herbs: mint
25G4(MISTLETOE)|plants and herbs: mistletoe
25G4(NETTLE)|plants and herbs: nettle
25G4(ORIGANUM)|plants and herbs: origanum
25G4(PARSLEY)|plants and herbs: parsley
25G4(PEA)|plants and herbs: pea
25G4(PENNYROYAL)|plants and herbs: pennyroyal
25G4(PEONY)|plants and herbs: peony
25G4(PUMPKIN)|plants and herbs: pumpkin
25G4(REED)|plants and herbs: reed
25G4(ROCKET)|plants and herbs: rocket
25G4(RUE)|plants and herbs: rue
25G4(SAFFRON)|plants and herbs: saffron
25G4(SAGE)|plants and herbs: sage
25G4(SAVORY)|plants and herbs: savory
25G4(STINGING-NETTLE)|plants and herbs: stinging-nettle
25G4(STRAWBERRY)|plants and herbs: strawberry
25G4(SUNDEW)|plants and herbs: sundew
25G4(THISTLE)|plants and herbs: thistle
25G4(THYME)|plants and herbs: thyme
25G4(WATER-HEMLOCK)|plants and herbs: water-hemlock
25G4(WHEAT)|plants and herbs: wheat
25G4(WORMWOOD)|plants and herbs: wormwood
25G41|flowers
25G41(...)|flowers (with NAME)
25G41(ALMOND-BLOSSOM)|flowers: almond-blossom
25G41(ANEMONE)|flowers: anemone
25G41(BUTTERCUP)|flowers: buttercup
25G41(CARNATION)|flowers: carnation
25G41(COLUMBINE)|flowers: columbine
25G41(CORNFLOWER)|flowers: cornflower
25G41(CROCUS)|flowers: crocus
25G41(HELIOTROPE)|flowers: heliotrope
25G41(HYACINTH)|flowers: hyacinth
25G41(IMMORTELLE)|flowers: immortelle
25G41(LILY)|flowers: lily
25G41(LOTUS)|flowers: lotus
25G41(NARCISSUS)|flowers: narcissus
25G41(ORCHID)|flowers: orchid
25G41(PETUNIA)|flowers: petunia
25G41(POPPY)|flowers: poppy
25G41(ROSE)|flowers: rose
25G41(SUNFLOWER)|flowers: sunflower
25G41(TULIP)|flowers: tulip
25G41(VIOLET)|flowers: violet
25G41(WATER-LILY)|flowers: water-lily
25G411|cut flowers; nosegay, bunch of flowers
25G411(...)|cut flowers; nosegay, bunch of flowers (with NAME)
25G4111|garland, wreath
25G412|dried flowers
25G412(...)|dried flowers (with NAME)
25G49|artificial plants and flowers
25G5|lower plants
25G51|ferns
25G52|mosses
25G53|algae, seaweed
25G54|fungi
25G541|mushrooms
25G55|lichens
25G56|other lower plants
25G56(...)|other lower plants (with NAME)
25G6|extinct plants
25G6(...)|extinct plants (with NAME)
25G61|prehistoric plants
25G62|fossil plants
25G7|language of flowers
25GG|fantastic plants, fabulous vegetation
25GG1|fabulous plants (in general)
25GG11|groups of fabulous trees
25GG12|groups of fabulous shrubs
25GG13|groups of fabulous plants (herbs)
25GG14|groups of fabulous lower plants
25GG2|products of fabulous plants in general
25GG21|fruits of fabulous plants
25GG21(...)|fruits of fabulous plants (with NAME)
25GG21(ACORN)|fruits: acorn - GG - fantastic plants, fabulous vegetation
25GG21(ALMOND)|fruits: almond - GG - fantastic plants, fabulous vegetation
25GG21(APPLE)|fruits: apple - GG - fantastic plants, fabulous vegetation
25GG21(BEANS)|fruits: beans - GG - fantastic plants, fabulous vegetation
25GG21(BILBERRY)|fruits: bilberry - GG - fantastic plants, fabulous vegetation
25GG21(CHERRY)|fruits: cherry - GG - fantastic plants, fabulous vegetation
25GG21(CHESTNUT)|fruits: chestnut - GG - fantastic plants, fabulous vegetation
25GG21(FIG)|fruits: fig - GG - fantastic plants, fabulous vegetation
25GG21(HAZELNUT)|fruits: hazelnut - GG - fantastic plants, fabulous vegetation
25GG21(GOURD)|fruits: gourd - GG - fantastic plants, fabulous vegetation
25GG21(LEMON)|fruits: lemon - GG - fantastic plants, fabulous vegetation
25GG21(MEDLAR)|fruits: medlar - GG - fantastic plants, fabulous vegetation
25GG21(MELON)|fruits: melon - GG - fantastic plants, fabulous vegetation
25GG21(NUTS)|fruits: nuts - GG - fantastic plants, fabulous vegetation
25GG21(PEACH)|fruits: peach - GG - fantastic plants, fabulous vegetation
25GG21(PEAR)|fruits: pear - GG - fantastic plants, fabulous vegetation
25GG21(PINE-CONE)|fruits: pine-cone - GG - fantastic plants, fabulous vegetation
25GG21(PINEAPPLE)|fruits: pineapple - GG - fantastic plants, fabulous vegetation
25GG21(PLUM)|fruits: plum - GG - fantastic plants, fabulous vegetation
25GG21(POMEGRANATE)|fruits: pomegranate - GG - fantastic plants, fabulous vegetation
25GG21(PUMPKIN)|fruits: pumpkin - GG - fantastic plants, fabulous vegetation
25GG21(QUINCE)|fruits: quince - GG - fantastic plants, fabulous vegetation
25GG21(SPRUCE-CONE)|fruits: spruce-cone - GG - fantastic plants, fabulous vegetation
25GG21(STRAWBERRY)|fruits: strawberry - GG - fantastic plants, fabulous vegetation
25GG21(WALNUT)|fruits: walnut - GG - fantastic plants, fabulous vegetation
25GG211|parts of fruit of fabulous plant
25GG211(...)|parts of fruit of fabulous plant (with NAME)
25GG211(NUTSHELL)|parts of a fruit: nutshell - GG - fantastic plants, fabulous vegetation
25GG2111|seed of fabulous plant
25GG2111(...)|seed of fabulous plant (with NAME)
25GG2111(PEA)|seed: pea - GG - fantastic plants, fabulous vegetation
25GG2111(THISTLE-SEED)|seed: thistle-seed - GG - fantastic plants, fabulous vegetation
25GG22|(non-fruit) products of fabulous plants or trees
25GG22(...)|(non-fruit) products of fabulous plants or trees (with NAME)
25GG22(ASPARAGUS)|(non-fruit) products of plants or trees: asparagus - GG - fantastic plants, fabulous vegetation
25GG22(CINNAMON)|(non-fruit) products of plants or trees: cinnamon - GG - fantastic plants, fabulous vegetation
25GG22(ONION)|(non-fruit) products of plants or trees: onion - GG - fantastic plants, fabulous vegetation
25GG22(RADISH)|(non-fruit) products of plants or trees: radish - GG - fantastic plants, fabulous vegetation
25GG22(TURNIP)|(non-fruit) products of plants or trees: turnip - GG - fantastic plants, fabulous vegetation
25GG3|fabulous trees
25GG3(...)|fabulous trees (with NAME)
25GG3(ACACIA)|trees: acacia - GG - fantastic plants, fabulous vegetation
25GG3(ALDER)|trees: alder - GG - fantastic plants, fabulous vegetation
25GG3(ALMOND-TREE)|trees: almond-tree - GG - fantastic plants, fabulous vegetation
25GG3(APPLE-TREE)|trees: apple-tree - GG - fantastic plants, fabulous vegetation
25GG3(AVOCADO)|trees: avocado - GG - fantastic plants, fabulous vegetation
25GG3(BEECH)|trees: beech - GG - fantastic plants, fabulous vegetation
25GG3(BIRCH)|trees: birch - GG - fantastic plants, fabulous vegetation
25GG3(CEDAR)|trees: cedar - GG - fantastic plants, fabulous vegetation
25GG3(COCONUT-TREE)|trees: coconut-tree - GG - fantastic plants, fabulous vegetation
25GG3(CYPRESS)|trees: cypress - GG - fantastic plants, fabulous vegetation
25GG3(DATE-PALM)|trees: date-palm - GG - fantastic plants, fabulous vegetation
25GG3(DRACENA)|trees: dracena - GG - fantastic plants, fabulous vegetation
25GG3(ELM)|trees: elm - GG - fantastic plants, fabulous vegetation
25GG3(FIG-TREE)|trees: fig-tree - GG - fantastic plants, fabulous vegetation
25GG3(FIR)|trees: fir - GG - fantastic plants, fabulous vegetation
25GG3(HOLM-OAK)|trees: holm-oak - GG - fantastic plants, fabulous vegetation
25GG3(LAUREL)|trees: laurel - GG - fantastic plants, fabulous vegetation
25GG3(LEMON-TREE)|trees: lemon-tree - GG - fantastic plants, fabulous vegetation
25GG3(LINDEN)|trees: linden - GG - fantastic plants, fabulous vegetation
25GG3(MULBERRY-TREE)|trees: mulberry-tree - GG - fantastic plants, fabulous vegetation
25GG3(MYRRH-TREE)|trees: myrrh-tree - GG - fantastic plants, fabulous vegetation
25GG3(OAK)|trees: oak - GG - fantastic plants, fabulous vegetation
25GG3(OLIVE-TREE)|trees: olive-tree - GG - fantastic plants, fabulous vegetation
25GG3(ORANGE-TREE)|trees: orange-tree - GG - fantastic plants, fabulous vegetation
25GG3(PALM-TREE)|trees: palm-tree - GG - fantastic plants, fabulous vegetation
25GG3(PEACH-TREE)|trees: peach-tree - GG - fantastic plants, fabulous vegetation
25GG3(PINE)|trees: pine - GG - fantastic plants, fabulous vegetation
25GG3(PLANE-TREE)|trees: plane-tree - GG - fantastic plants, fabulous vegetation
25GG3(POMEGRANATE-TREE)|trees: pomegranate-tree - GG - fantastic plants, fabulous vegetation
25GG3(POPLAR)|trees: poplar - GG - fantastic plants, fabulous vegetation
25GG3(QUINCE-TREE)|trees: quince-tree - GG - fantastic plants, fabulous vegetation
25GG3(SPRUCE)|trees: spruce - GG - fantastic plants, fabulous vegetation
25GG3(STINKING BEAN TREFOIL)|trees: stinking bean trefoil - GG - fantastic plants, fabulous vegetation
25GG3(WALNUT-TREE)|trees: walnut-tree - GG - fantastic plants, fabulous vegetation
25GG3(WHITE POPLAR)|trees: white poplar - GG - fantastic plants, fabulous vegetation
25GG3(WILLOW)|trees: willow - GG - fantastic plants, fabulous vegetation
25GG3(YEW)|trees: yew - GG - fantastic plants, fabulous vegetation
25GG31|fabulous shrubs
25GG31(...)|fabulous shrubs (with NAME)
25GG31(BLACKBERRY-BUSH)|shrubs: blackberry-bush - GG - fantastic plants, fabulous vegetation
25GG31(BOX)|shrubs: box - GG - fantastic plants, fabulous vegetation
25GG31(BROOM)|shrubs: broom - GG - fantastic plants, fabulous vegetation
25GG31(BUCKTHORN)|shrubs: buckthorn - GG - fantastic plants, fabulous vegetation
25GG31(HAZEL)|shrubs: hazel - GG - fantastic plants, fabulous vegetation
25GG31(JUNIPER)|shrubs: juniper - GG - fantastic plants, fabulous vegetation
25GG31(MYRTLE)|shrubs: myrtle - GG - fantastic plants, fabulous vegetation
25GG31(OLEANDER)|shrubs: oleander - GG - fantastic plants, fabulous vegetation
25GG31(PRIVET)|shrubs: privet - GG - fantastic plants, fabulous vegetation
25GG31(ROSE-BUSH)|shrubs: rose-bush - GG - fantastic plants, fabulous vegetation
25GG39|tree as a scheme of relations, diagram in form of a tree - GG - fantastic plants, fabulous vegetation
25GG4|fabulous plants and herbs
25GG4(...)|fabulous plants and herbs (with NAME)
25GG4(ACANTHUS)|plants and herbs: acanthus - GG - fantastic plants, fabulous vegetation
25GG4(ALOE)|plants and herbs: aloe - GG - fantastic plants, fabulous vegetation
25GG4(AMARANTH)|plants and herbs: amaranth - GG - fantastic plants, fabulous vegetation
25GG4(ARTICHOKE)|plants and herbs: artichoke - GG - fantastic plants, fabulous vegetation
25GG4(BARLEY)|plants and herbs: barley - GG - fantastic plants, fabulous vegetation
25GG4(BASIL)|plants and herbs: basil - GG - fantastic plants, fabulous vegetation
25GG4(BEAN)|plants and herbs: bean - GG - fantastic plants, fabulous vegetation
25GG4(CABBAGE)|plants and herbs: cabbage - GG - fantastic plants, fabulous vegetation
25GG4(CAMOMILE)|plants and herbs: camomile - GG - fantastic plants, fabulous vegetation
25GG4(CHONDRILLA)|plants and herbs: chondrilla - GG - fantastic plants, fabulous vegetation
25GG4(CLOVER)|plants and herbs: clover - GG - fantastic plants, fabulous vegetation
25GG4(DICTAMNUS)|plants and herbs: dictamnus - GG - fantastic plants, fabulous vegetation
25GG4(FIELD ERYNGO)|plants and herbs: field eryngo - GG - fantastic plants, fabulous vegetation
25GG4(FLEA-BANE)|plants and herbs: flea-bane - GG - fantastic plants, fabulous vegetation
25GG4(GARLIC)|plants and herbs: garlic - GG - fantastic plants, fabulous vegetation
25GG4(GERMANDER)|plants and herbs: germander - GG - fantastic plants, fabulous vegetation
25GG4(GIANT FENNEL)|plants and herbs: giant fennel - GG - fantastic plants, fabulous vegetation
