2|Nature
25F72|molluscs
25F72(...)|měkkýši (s NÁZVEM)
25F72(CUTTLE-FISH)|molluscs: cuttle-fish
25F72(MUREX)|molluscs: murex
25F72(MUSSEL)|molluscs: mussel
25F72(NAUTILUS)|molluscs: nautilus
25F72(OCTOPUS)|molluscs: octopus
25F72(OYSTER)|molluscs: oyster
25F72(POLYP)|molluscs: polyp
25F72(SNAIL)|molluscs: snail
25F72(SQUID)|molluscs: squid
25F73|worms
25F73(...)|červi (se jménem)
25F74|echinoderms
25F74(...)|ostnokožci (se jménem)
25F74(SEA-URCHIN)|echinoderms: sea-urchin
25F74(STARFISH)|echinoderms: starfish
25F75|coelenterata
25F75(...)|coelenterata (se jménem)
25F75(CORAL)|coelenterata: coral
25F75(JELLY-FISH)|coelenterata: jelly-fish
25F75(SPONGE)|coelenterata: sponge
25F76|unicellular animals, bacteria, bacilli
25F8|extinct animals
25F8(...)|vyhynulá zvířata (s NÁZVEM)
25F81|prehistoric animals
25F82|fossil animals
25F9|mis-shapen animals; monsters
25F91|monsters larger than normal
25F92|monsters smaller than normal
25F93|multiple birth ~ mis-shapen animals, monsters
25F94|příšery s chybějícími částmi
25F95|příšery s větším počtem dílů, než je obvyklé
25F951|three-headed beast
25F952|dvoukřídlí, živočichové se dvěma těly a jednou hlavou
25F96|příšery s končetinami, orgány atd. na neobvyklých místech
25F97|příšery s částmi, končetinami, orgány atd. abnormálního tvaru
25F971|příšery s částmi, končetinami, orgány atd. většími než obvykle
25F972|příšery s částmi, končetinami, orgány atd. menšími než normálně
25FF|fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
25FF1|skupiny pohádkových zvířat
25FF2|fabulous animals ~ mammals
25FF21|fabulous animals ~ domestic animals
25FF22|fabulous animals ~ monkeys
25FF22(...)|opice, lidoopi (s JMÉNEM) - FF - báječná zvířata
25FF22(BABOON)|monkeys, apes: baboon - FF - fabulous animals
25FF23|fabulous animals ~ predatory animals
25FF23(...)|báječná zvířata ~ dravá zvířata (s NAME)
25FF23(BADGER)|dravé šelmy, dravá zvířata: jezevec - FF - báječná zvířata
25FF23(BEAR)|dravé šelmy, dravá zvířata: medvěd - FF - bájná zvířata
25FF23(CHEETAH)|dravé šelmy, dravá zvířata: gepard - FF - báječná zvířata
25FF23(CROCOTAS)|fabulous animals ~ predatory animals: crocotas
25FF23(ERMINE)|dravé šelmy, dravá zvířata: ermine - FF - bájná zvířata
25FF23(FERRET)|dravé šelmy, dravá zvířata: fretka - FF - báječná zvířata
25FF23(FOX)|dravé šelmy, dravá zvířata: liška - FF - báječná zvířata
25FF23(GENET)|dravé šelmy, dravá zvířata: genet - FF - báječná zvířata
25FF23(HYENA)|dravé šelmy, dravá zvířata: hyena - FF - bájná zvířata
25FF23(ICHNEUMON)|dravé šelmy, dravá zvířata: ichneumon - FF - báječná zvířata
25FF23(LEOPARD)|dravé šelmy, dravá zvířata: leopard - FF - báječná zvířata
25FF23(LION)|dravé šelmy, dravá zvířata: lev - FF - báječná zvířata
25FF23(LYNX)|dravé šelmy, dravá zvířata: lynx - FF - báječná zvířata
25FF23(MANGOUSTE)|dravé šelmy, dravá zvířata: mangouste - FF - bájná zvířata
25FF23(MARTEN)|dravé šelmy, dravá zvířata: kuna - FF - báječná zvířata
25FF23(OTTER)|dravé šelmy, dravá zvířata: vydra - FF - báječná zvířata
25FF23(PANTHER)|dravé šelmy, dravá zvířata: panter - FF - báječná zvířata
25FF23(SABLE)|dravé šelmy, dravá zvířata: sobolí - FF - bájná zvířata
25FF23(TIGER)|dravé šelmy, dravá zvířata: tiger - FF - báječná zvířata
25FF23(WEASEL)|dravé šelmy, dravá zvířata: lasička - FF - bájná zvířata
25FF23(WOLF)|dravé šelmy, dravá zvířata: vlk - FF - báječná zvířata
25FF231|griffin (lion/eagle); 'Griffo' (Ripa)
25FF232|chimera (lion/goat/snake); 'Chimera' (Ripa)
25FF233|hyena, schopná měnit pohlaví
25FF24|fabulous animals ~ hoofed animals
25FF24(...)|báječná zvířata ~ kopytníci (s NAME)
25FF24(ANTELOPE)|hoofed animals: antelope - FF - fabulous animals
25FF24(BISON)|hoofed animals: bison - FF - fabulous animals
25FF24(BOAR)|hoofed animals: boar - FF - fabulous animals
25FF24(BONNACON)|fabulous animals ~ hoofed animals: bonnacon
25FF24(CAMEL)|hoofed animals: camel - FF - fabulous animals
25FF24(CATOBLEPAS)|fabulous animals ~ hoofed animals: catoblepas
25FF24(DEER)|hoofed animals: deer - FF - fabulous animals
25FF24(DROMEDARY)|hoofed animals: dromedary - FF - fabulous animals
25FF24(ELK)|hoofed animals: elk - FF - fabulous animals
25FF24(GAZELLE)|hoofed animals: gazelle - FF - fabulous animals
25FF24(GIRAFFE)|hoofed animals: giraffe - FF - fabulous animals
25FF24(GNU)|hoofed animals: gnu - FF - fabulous animals
25FF24(HIPPOPOTAMUS)|hoofed animals: hippopotamus - FF - fabulous animals
25FF24(IBEX)|hoofed animals: ibex - FF - fabulous animals
25FF24(MUSK-DEER)|hoofed animals: musk-deer - FF - fabulous animals
25FF24(ONAGER)|hoofed animals: onager - FF - fabulous animals
25FF24(ORYX)|hoofed animals: oryx - FF - fabulous animals
25FF24(OX WITH ONE HORN)|báječná zvířata ~ kopytníci: vůl s jedním rohem
25FF24(OX WITH THREE HORNS)|bájná zvířata ~ kopytníci: vůl se třemi rohy
25FF24(PEGASUS)|bájná zvířata ~ kopytníci : Použijte 93D1 Pegasus, okřídlený kůň, nebo 25FF(WINGED HORSE) pro okřídleného koně (ne v klasickém kontextu)
25FF24(QUAGGA)|hoofed animals: quagga - FF - fabulous animals
25FF24(RHINOCEROS)|hoofed animals: rhinoceros - FF - fabulous animals
25FF24(STAG)|hoofed animals: stag - FF - fabulous animals
25FF24(WINGED HORSE)|fabulous animals ~ hoofed animals: winged horse
25FF241|unicorn
25FF2411|jednorožec chycený pannou, "Chasse à la licorne"
25FF2412|"pirassoipi" (jednorožec se dvěma rohy)
25FF2413|'oryx unicornis' (cloven footed antelope)
25FF242|'hippogriffe' (horse/eagle)
25FF243|'antalops' (fabulous reindeer)
25FF244|'leucrota'
25FF245|'parandrus' (stag/bear)
25FF246|yale, 'éale'
25FF2461|'centicore'
25FF25|fabulous animals ~ trunked animals
25FF25(...)|zvířata s chobotem (se jménem) - FF - báječná zvířata
25FF25(ELEPHANT)|trunked animals: elephant - FF - fabulous animals
25FF26|fabulous animals ~ rodents
25FF26(...)|hlodavci (s JMÉNEM) - FF - báječná zvířata
25FF26(BEAVER)|rodents: beaver - FF - fabulous animals
25FF26(HARE)|rodents: hare - FF - fabulous animals
25FF26(MOUSE)|rodents: mouse - FF - fabulous animals
25FF26(MUSK-RAT)|rodents: musk-rat - FF - fabulous animals
25FF26(RABBIT)|rodents: rabbit - FF - fabulous animals
25FF26(RAT)|rodents: rat - FF - fabulous animals
25FF26(SQUIRREL)|rodents: squirrel - FF - fabulous animals
25FF26(WOMBAT)|rodents: wombat - FF - fabulous animals
25FF27|fabulous animals ~ swimming mammals
25FF27(...)|plavající savci (s JMÉNEM) - FF - báječná zvířata
25FF27(DOLPHIN)|swimming mammals: dolphin - FF - fabulous animals
25FF27(SEAL)|swimming mammals: seal - FF - fabulous animals
25FF27(WHALE)|swimming mammals: whale - FF - fabulous animals
25FF28|fabulous animals ~ flying mammals
25FF28(...)|létající savci (s JMÉNEM) - FF - báječná zvířata
25FF28(BAT)|flying mammals: bat - FF - fabulous animals
25FF29|báječná zvířata ~ ostatní savci, kteří nejsou uvedeni výše
25FF29(...)|báječná zvířata ~ ostatní savci, kteří nejsou uvedeni výše (s JMÉNEM)
25FF29(ARMADILLO)|other mammals: armadillo - FF - fabulous animals
25FF29(HEDGEHOG)|other mammals: hedgehog - FF - fabulous animals
25FF29(LERTIX)|báječná zvířata ~ ostatní savci, kteří nejsou uvedeni výše: lertix
25FF29(MOLE)|other mammals: mole - FF - fabulous animals
25FF29(PORCUPINE)|other mammals: porcupine - FF - fabulous animals
25FF3|fabulous animals ~ birds
25FF3(...)|báječná zvířata ~ ptáci (s NAME)
25FF3(AVALERION)|fabulous animals ~ birds: avalerion
25FF3(CARABAS)|fabulous animals ~ birds: carabas
25FF3(CARISTA)|fabulous animals ~ birds: carista
25FF3(FIRE-BIRD)|fabulous animals ~ birds: fire-bird
25FF3(HARPY)|harpy (fabulous bird); 'Arpie' (Ripa)
25FF3(HERCYNIAN BIRD)|fabulous animals ~ birds: hercynian bird
25FF3(PHOENIX)|fabulous animals ~ birds: phoenix
25FF3(PORPHYRION)|fabulous animals ~ birds: porphyrion
25FF3(ROC)|fabulous animals ~ birds: roc
25FF3(SELEUCIDIAN BIRD)|fabulous animals ~ birds: seleucidian bird
25FF3(STELLINUS)|fabulous animals ~ birds: stellinus
25FF3(TRAGOPA)|fabulous animals ~ birds: tragopa
25FF31|fabulous animals ~ domestic birds
25FF311|bazilišek (kohout se zadní částí hada)
25FF312|cockatrice, dvounohý drak s kohoutí hlavou
25FF32|fabulous animals ~ song-birds
25FF32(...)|zpěvní ptáci (s NAME) - FF - báječná zvířata
25FF32(BLACKBIRD)|song-birds: blackbird - FF - fabulous animals
25FF32(CROW)|song-birds: crow - FF - fabulous animals
25FF32(FINCH)|song-birds: finch - FF - fabulous animals
25FF32(GOLDFINCH)|song-birds: goldfinch - FF - fabulous animals
25FF32(JACKDAW)|song-birds: jackdaw - FF - fabulous animals
25FF32(LARK)|song-birds: lark - FF - fabulous animals
25FF32(MAGPIE)|song-birds: magpie - FF - fabulous animals
25FF32(NIGHTINGALE)|song-birds: nightingale - FF - fabulous animals
25FF32(RAVEN)|song-birds: raven - FF - fabulous animals
25FF32(ROBIN)|song-birds: robin - FF - fabulous animals
25FF32(SPARROW)|song-birds: sparrow - FF - fabulous animals
25FF32(STARLING)|song-birds: starling - FF - fabulous animals
25FF32(SWALLOW)|song-birds: swallow - FF - fabulous animals
25FF32(THRUSH)|song-birds: thrush - FF - fabulous animals
25FF32(TIT)|song-birds: tit - FF - fabulous animals
25FF32(WAGTAIL)|song-birds: wagtail - FF - fabulous animals
25FF32(WARBLER)|song-birds: warbler - FF - fabulous animals
25FF32(WHITE THROAT)|song-birds: white throat - FF - fabulous animals
25FF32(WREN)|song-birds: wren - FF - fabulous animals
25FF33|fabulous animals ~ predatory birds
25FF33(...)|draví ptáci (s JMÉNEM) - FF - báječná zvířata
25FF33(EAGLE)|predatory birds: eagle - FF - fabulous animals
25FF33(FALCON)|predatory birds: falcon - FF - fabulous animals
25FF33(FISH-HAWK)|predatory birds: fish-hawk, osprey - FF - fabulous animals
25FF33(HAWK)|predatory birds: hawk - FF - fabulous animals
25FF33(KITE)|predatory birds: kite - FF - fabulous animals
25FF33(SPARROW-HAWK)|predatory birds: sparrow-hawk - FF - fabulous animals
25FF33(VULTURE)|predatory birds: vulture - FF - fabulous animals
25FF331|vulpanser
25FF332|double-headed eagle
25FF34|fabulous animals ~ owls
25FF35|fabulous animals ~ ornamental birds
25FF35(...)|okrasní ptáci (s NÁZVEM) - FF - báječná zvířata
25FF35(BIRD OF PARADISE)|okrasní ptáci: pták rajský - FF - báječná zvířata
25FF35(HORNBILL)|ornamental birds: hornbill - FF - fabulous animals
25FF35(PARROT)|ornamental birds: parrot - FF - fabulous animals
25FF35(PEACOCK)|ornamental birds: peacock - FF - fabulous animals
25FF36|fabulous animals ~ water-birds
25FF36(...)|vodní ptáci (s NAME) - FF - báječná zvířata
25FF36(COOT)|water-birds: coot - FF - fabulous animals
25FF36(DIPPER)|water-birds: dipper - FF - fabulous animals
25FF36(DUCK)|water-birds: duck - FF - fabulous animals
25FF36(GOOSE)|water-birds: goose - FF - fabulous animals
25FF36(PELICAN)|water-birds: pelican - FF - fabulous animals
25FF36(SWAMP-HEN)|water-birds: swamp-hen - FF - fabulous animals
25FF36(SWAN)|water-birds: swan - FF - fabulous animals
25FF37|báječná zvířata ~ pobřežní a brodiví ptáci
25FF37(...)|pobřežní a brodiví ptáci (s NAME) - FF - báječná zvířata
25FF37(BITTERN)|pobřežní a brodiví ptáci: břehule - FF - báječná zvířata
25FF37(CRANE)|pobřežní a brodiví ptáci: jeřáb - FF - báječná zvířata
25FF37(GULL)|pobřežní a brodiví ptáci: racek - FF - báječná zvířata
25FF37(HERON)|pobřežní a brodiví ptáci: volavka - FF - báječná zvířata
25FF37(IBIS)|pobřežní a brodiví ptáci: ibis - FF - báječná zvířata
25FF37(LAPWING)|pobřežní a brodiví ptáci: čejka chocholatá - FF - báječná zvířata
25FF37(MARABOU)|pobřežní a brodiví ptáci: marabu - FF - báječná zvířata
25FF37(PLOVER)|pobřežní a brodiví ptáci: potápka roháč - FF - báječná zvířata
25FF37(PURPLE WATER-HEN)|pobřežní ptáci a brodiví ptáci: vodní kuňka fialová - FF - báječná zvířata
25FF37(SNIPE)|pobřežní a brodiví ptáci: bekasina otavní - FF - báječná zvířata
25FF37(STORK)|pobřežní a brodiví ptáci: čáp - FF - báječná zvířata
25FF37(TROCHILUS)|pobřežní a brodiví ptáci: trochilus - FF - báječná zvířata
25FF37(WOODCOCK)|pobřežní a brodiví ptáci: sluka lesní - FF - báječná zvířata
25FF371|'caladrius', 'charadrius' (fabulous bird)
25FF38|báječná zvířata ~ walker a runner ptáci
25FF38(...)|walker and runner birds (with NAME) - FF - báječná zvířata
25FF38(BUSTARD)|walker and runner birds: bustard - FF - báječná zvířata
25FF38(OSTRICH)|walker and runner birds: pštros - FF - báječná zvířata
25FF38(PARTRIDGE)|walker and runner birds: partridge - FF - báječná zvířata
25FF38(PHEASANT)|walker and runner birds: bažant - FF - báječná zvířata
25FF38(QUAIL)|walker and runner birds: quail - FF - báječná zvířata
25FF38(TURKEY)|walker and runner birds: krocan - FF - báječná zvířata
25FF39|báječná zvířata ~ další ptáci, kteří nejsou uvedeni výše
25FF39(...)|ostatní ptáci (s NAME) - FF - báječná zvířata
25FF39(CUCKOO)|other birds: cuckoo - FF - fabulous animals
25FF39(DODO)|other birds: dodo - FF - fabulous animals
25FF39(DOVE)|other birds: dove - FF - fabulous animals
25FF39(HOOPOE)|other birds: hoopoe - FF - fabulous animals
25FF39(HUMMING-BIRD)|other birds: humming-bird - FF - fabulous animals
25FF39(KINGFISHER)|other birds: kingfisher - FF - fabulous animals
25FF39(TURTLE DOVE)|other birds: turtle dove - FF - fabulous animals
25FF39(WOODPECKER)|other birds: woodpecker - FF - fabulous animals
25FF39(WRYNECK)|other birds: wryneck - FF - fabulous animals
25FF4|fabulous animals ~ reptiles
25FF41|fabulous animals ~ lizards
25FF41(...)|ještěrky (s JMÉNEM) - FF - báječná zvířata
25FF41(CHAMELEON)|lizards: chameleon - FF - fabulous animals
25FF41(LIZARD)|lizards: lizard - FF - fabulous animals
25FF411|dragon
25FF412|salamandr (bájné zvíře); salamandr jako duch ohně
25FF42|fabulous animals ~ snakes (aspic, dragon, hydrus, hydra, amphisbaena, horned snake, cerastes)
25FF42(...)|hadi (s NAME) - FF - báječná zvířata
25FF42(ADDER)|snakes: adder - FF - fabulous animals
25FF42(VIPER)|snakes: viper - FF - fabulous animals
25FF421|aspic
25FF422|drak (velký bájný had, někdy s křídly a nohama)
25FF423|'hydrus' (watersnake)
25FF4231|'hydra'; 'Hidra' (Ripa)
25FF424|"amphisbaena" (had s hlavou na obou koncích)
25FF425|horned snake
25FF4251|'cerastes'
25FF43|fabulous animals ~ crocodiles
25FF43(...)|krokodýli (se jménem) - FF - báječná zvířata
25FF43(ALLIGATOR)|crocodiles: alligator - FF - fabulous animals
25FF43(CROCODILE)|crocodiles: crocodile - FF - fabulous animals
25FF44|fabulous animals ~ tortoises
25FF5|fabulous animals ~ amphibians
25FF51|fabulous animals ~ tailless amphibians
25FF51(...)|bezocasí obojživelníci (s NÁZVEM) - FF - báječná zvířata
25FF51(FROG)|tailless amphibians: frog - FF - fabulous animals
25FF51(TOAD)|tailless amphibians: toad - FF - fabulous animals
25FF52|báječná zvířata ~ obojživelníci s ocasem
25FF52(...)|obojživelníci s ocasem (s NÁZVEM) - FF - báječná zvířata
25FF6|fabulous animals ~ fishes
25FF61|leviathan (fabulous fish)
25FF61(...)|chrupavčité ryby (s NÁZVEM) - FF - báječní živočichové
25FF61(DOGFISH)|cartilaginous fishes: dogfish - FF - fabulous animals
25FF61(RAY)|cartilaginous fishes: ray - FF - fabulous animals
25FF61(SAWFISH)|cartilaginous fishes: sawfish - FF - fabulous animals
25FF61(SHARK)|cartilaginous fishes: shark - FF - fabulous animals
25FF62|sea-horse, hippocamp, 'hippocampus', (horse/fish) (mythological hybrid monster)
25FF62(...)|kostnaté ryby (s JMÉNEM) - FF - báječná zvířata
25FF62(BARBEL)|bony fishes: barbel - FF - fabulous animals
25FF62(BUTTERFISH)|bony fishes: butterfish - FF - fabulous animals
25FF62(CARP)|bony fishes: carp - FF - fabulous animals
25FF62(HERRING)|bony fishes: herring - FF - fabulous animals
25FF62(HIPPOCAMPUS)|bony fishes: hippocampus - FF - fabulous animals
25FF62(LUNGFISH)|bony fishes: lungfish - FF - fabulous animals
25FF62(MACKEREL)|bony fishes: mackerel - FF - fabulous animals
25FF62(MULLET)|bony fishes: mullet - FF - fabulous animals
25FF62(PIKE)|bony fishes: pike - FF - fabulous animals
25FF62(PILOT-FISH)|bony fishes: pilot-fish - FF - fabulous animals
25FF62(RED HERRING)|"červený" nebo uzený sleď : Použijte 41 C 68 (UZENÝ SLED); sleď : Použijte 25 F 62 (SLED) - FF - báječná zvířata
25FF62(ROACH)|bony fishes: roach - FF - fabulous animals
25FF62(SALMON)|bony fishes: salmon - FF - fabulous animals
25FF62(SARDINE)|bony fishes: sardine - FF - fabulous animals
25FF62(SCARUS)|bony fishes: scarus - FF - fabulous animals
25FF62(SEA-BREAM)|bony fishes: sea-bream - FF - fabulous animals
25FF62(SEA-DEVIL)|bony fishes: sea-devil - FF - fabulous animals
25FF62(SEA-PERCH)|bony fishes: sea-perch - FF - fabulous animals
25FF62(SEA-WOLF)|bony fishes: sea-wolf - FF - fabulous animals
25FF62(SHEAT-FISH)|bony fishes: sheat-fish - FF - fabulous animals
25FF62(STURGEON)|bony fishes: sturgeon - FF - fabulous animals
25FF62(SUN-FISH)|bony fishes: sun-fish - FF - fabulous animals
25FF62(SWORD-FISH)|bony fishes: sword-fish - FF - fabulous animals
25FF62(TUNNY)|bony fishes: tunny - FF - fabulous animals
25FF62(WEEVER)|bony fishes: weever - FF - fabulous animals
25FF63|'pistrix', sea-dragon
25FF63(...)|úhoři (s NAME) - FF - báječná zvířata
25FF63(EEL)|eels: eel - FF - fabulous animals
25FF63(LAMPREY)|eels: lamprey - FF - fabulous animals
25FF63(SEA-EEL)|eels: sea-eel - FF - fabulous animals
25FF64|'remore', 'echeneis remora' (fabulous fish)
25FF64(...)|hlubinné ryby (s JMÉNEM) - FF - báječná zvířata
25FF65|"serra" (ryba s obrovskými ploutvemi)
25FF65(...)|ostatní ryby (s NÁZVEM) - FF - báječná zvířata
25FF7|fabulous animals ~ lower animals
25FF71|fabulous animals ~ arthropods ('pyrausta')
25FF711|'pyrausta'
25FF711(...)|hmyz (s NÁZVEM) - FF - báječná zvířata
25FF711(ANT)|insects: ant - FF - fabulous animals
25FF711(BEE)|insects: bee - FF - fabulous animals
25FF711(BEETLE)|insects: beetle - FF - fabulous animals
25FF711(BUTTERFLY)|insects: butterfly - FF - fabulous animals
25FF711(CATERPILLAR)|insects: caterpillar - FF - fabulous animals
25FF711(CICADA)|insects: cicada - FF - fabulous animals
25FF711(CRICKET)|insects: cricket - FF - fabulous animals
25FF711(DAY-FLY)|insects: day-fly - FF - fabulous animals
25FF711(DUNG-BEETLE)|insects: dung-beetle - FF - fabulous animals
25FF711(FLY)|insects: fly - FF - fabulous animals
25FF711(GLOW-WORM)|insects: glow-worm - FF - fabulous animals
25FF711(GNAT)|insects: gnat - FF - fabulous animals
25FF711(GRASS-HOPPER)|insects: grass-hopper - FF - fabulous animals
25FF711(ICHNEUMON-FLY)|insects: ichneumon-fly - FF - fabulous animals
25FF711(LADYBIRD)|insects: ladybird - FF - fabulous animals
25FF711(MANTIS)|insects: mantis - FF - fabulous animals
25FF711(MOTH)|insects: moth - FF - fabulous animals
25FF711(PRAYING-MANTIS)|insects: praying-mantis - FF - fabulous animals
25FF711(SCARABAEUS)|insects: scarabaeus - FF - fabulous animals
25FF711(WASP)|insects: wasp - FF - fabulous animals
25FF712|centipedes, millipedes - FF - fabulous animals
25FF713|spiders - FF - fabulous animals
25FF714|mites - FF - fabulous animals
25FF715|scorpions - FF - fabulous animals
25FF716|crustaceans - FF - fabulous animals
25FF716(...)|korýši (s NÁZVEM) - FF - báječná zvířata
25FF716(CRAB)|crustaceans: crab - FF - fabulous animals
25FF716(LOBSTER)|crustaceans: lobster - FF - fabulous animals
25FF72|fabulous animals ~ molluscs
25FF72(...)|báječná zvířata ~ měkkýši (s NAME)
25FF72(CUTTLE-FISH)|molluscs: cuttle-fish - FF - fabulous animals
25FF72(KRAKEN)|fabulous animals ~ molluscs: kraken
25FF72(MUREX)|molluscs: murex - FF - fabulous animals
25FF72(MUSSEL)|molluscs: mussel - FF - fabulous animals
25FF72(NAUTILUS)|molluscs: nautilus - FF - fabulous animals
25FF72(OCTOPUS)|molluscs: octopus - FF - fabulous animals
25FF72(OYSTER)|molluscs: oyster - FF - fabulous animals
25FF72(POLYP)|molluscs: polyp - FF - fabulous animals
25FF72(SNAIL)|molluscs: snail - FF - fabulous animals
25FF72(SQUID)|molluscs: squid - FF - fabulous animals
25FF73|worms - FF - fabulous animals
25FF73(...)|červi (s NÁZVEM) - FF - báječná zvířata
25FF74|echinoderms - FF - fabulous animals
25FF74(...)|ostnokožci (s NÁZVEM) - FF - báječná zvířata
25FF74(SEA-URCHIN)|echinoderms: sea-urchin - FF - fabulous animals
25FF74(STARFISH)|echinoderms: starfish - FF - fabulous animals
25FF75|coelenterata - FF - fabulous animals
25FF75(...)|coelenterata (s NÁZVEM) - FF - báječní živočichové
25FF75(CORAL)|coelenterata: coral - FF - fabulous animals
25FF75(JELLY-FISH)|coelenterata: jelly-fish - FF - fabulous animals
25FF75(SPONGE)|coelenterata: sponge - FF - fabulous animals
25FF76|unicellular animals, bacteria, bacilli - FF - fabulous animals
25FF8|fabulous animals ~extinct animals
25FF8(...)|vyhynulá zvířata (s NÁZVEM) - FF - báječná zvířata
25FF81|prehistoric animals - FF - fabulous animals
25FF82|fossil animals - FF - fabulous animals
25FF9|still other fabulous animals which cannot be classified under 25 FF 2 - 25 FF 7
25FF91|monsters larger than normal - FF - fabulous animals
25FF92|monsters smaller than normal - FF - fabulous animals
25FF93|multiple birth ~ mis-shapen animals, monsters - FF - fabulous animals
25FF94|příšery s chybějícími částmi - FF - báječná zvířata
25FF95|příšery s větším počtem částí než obvykle - FF - báječná zvířata
25FF951|three-headed beast - FF - fabulous animals
25FF952|dvoukřídlí, živočichové se dvěma těly a jednou hlavou - FF - báječní živočichové
25FF96|příšery s končetinami, orgány atd. na neobvyklých místech - FF - bájná zvířata
25FF97|příšery s částmi, končetinami, orgány atd. abnormálního tvaru - FF - pohádková zvířata
25FF971|monstra s částmi, končetinami, orgány atd. většími než obvykle - FF - báječná zvířata
25FF972|příšery s částmi, končetinami, orgány atd. menšími než normálně - FF - báječná zvířata
25G|plants; vegetation
25G1|rostliny (obecně)
25G11|skupiny stromů
25G12|skupiny keřů
25G13|skupiny rostlin (byliny)
25G14|skupiny nižších rostlin
25G2|produkty rostlin obecně
25G21|fruits
25G21(...)|ovoce (s NÁZVEM)
25G21(ACORN)|fruits: acorn
25G21(ALMOND)|fruits: almond
25G21(APPLE)|fruits: apple
25G21(BEANS)|fruits: beans
25G21(BILBERRY)|fruits: bilberry
25G21(BLACKBERRY)|fruits: blackberry
25G21(CHERRY)|fruits: cherry
25G21(CHESTNUT)|fruits: chestnut
25G21(FIG)|fruits: fig
25G21(GOURD)|fruits: gourd
25G21(HAZELNUT)|fruits: hazelnut
25G21(KAKI PERSIMMON)|fruits: kaki persimmon
25G21(LEMON)|fruits: lemon
25G21(MEDLAR)|fruits: medlar
25G21(MELON)|fruits: melon
25G21(MULBERRY)|fruits: mulberry
25G21(NUTS)|fruits: nuts
25G21(OLIVE)|fruits: olive
25G21(ORANGE)|fruits: orange
25G21(PEACH)|fruits: peach
25G21(PEAR)|fruits: pear
25G21(PINE-CONE)|fruits: pine-cone
25G21(PINEAPPLE)|fruits: pineapple
25G21(PLUM)|fruits: plum
25G21(POMEGRANATE)|fruits: pomegranate
25G21(PUMPKIN)|fruits: pumpkin
25G21(QUINCE)|fruits: quince
25G21(RASPBERRY)|fruits: raspberry
25G21(SPRUCE-CONE)|fruits: spruce-cone
25G21(STRAWBERRY)|fruits: strawberry
25G21(WALNUT)|fruits: walnut
25G211|části ovoce
25G211(...)|části ovoce (s NÁZVEM)
25G211(NUTSHELL)|části ovoce: skořápka
25G2111|seed
25G2111(...)|osivo (s NÁZVEM)
25G2111(PEA)|seed: pea
25G2111(THISTLE-SEED)|seed: thistle-seed
25G22|(neovocné) produkty rostlin nebo stromů
25G22(...)|(neovocné) produkty rostlin nebo stromů (s NÁZVEM)
25G22(ASPARAGUS)|(neovocné) produkty rostlin nebo stromů: chřest
25G22(CINNAMON)|(neovocné) produkty rostlin nebo stromů: skořice
25G22(ONION)|(neovocné) produkty rostlin nebo stromů: cibule
25G22(RADISH)|(neovocné) produkty rostlin nebo stromů: ředkvičky
25G22(TURNIP)|(neovocné) produkty rostlin nebo stromů: tuřín
25G3|trees
25G3(...)|stromy (s NAME)
25G3(ACACIA)|trees: acacia
25G3(ACER)|trees: acer
25G3(ALDER)|trees: alder
25G3(ALMOND-TREE)|trees: almond-tree
25G3(APPLE-TREE)|trees: apple-tree
25G3(ASH-TREE)|trees: ash-tree
25G3(AVOCADO)|trees: avocado
25G3(BEECH)|trees: beech
25G3(BIRCH)|trees: birch
25G3(CEDAR)|trees: cedar
25G3(CHERRY-TREE)|trees: cherry-tree
25G3(COCONUT-TREE)|trees: coconut-tree
25G3(CYPRESS)|trees: cypress
25G3(DATE-PALM)|trees: date-palm
25G3(DRACENA)|trees: dracena
25G3(ELM)|trees: elm
25G3(FIG-TREE)|trees: fig-tree
25G3(FIR)|trees: fir
25G3(HOLM-OAK)|trees: holm-oak
25G3(INDIAN BANYAN)|trees: Indian banyan
25G3(LAUREL)|trees: laurel
25G3(LEMON-TREE)|trees: lemon-tree
25G3(LINDEN)|trees: linden
25G3(MULBERRY-TREE)|trees: mulberry-tree
25G3(MYRRH-TREE)|trees: myrrh-tree
25G3(OAK)|trees: oak
25G3(OLEASTER)|trees: oleaster
25G3(OLIVE-TREE)|trees: olive-tree
25G3(ORANGE-TREE)|trees: orange-tree
25G3(PALM-TREE)|trees: palm-tree
25G3(PEACH-TREE)|trees: peach-tree
25G3(PEAR-TREE)|stromy (s NAME)
25G3(PINE)|trees: pine
25G3(PLANE-TREE)|trees: plane-tree
25G3(PLUM-TREE)|trees: plum tree
25G3(POMEGRANATE-TREE)|trees: pomegranate-tree
25G3(POPLAR)|trees: poplar
25G3(QUINCE-TREE)|trees: quince-tree
25G3(SPRUCE)|trees: spruce
25G3(STINKING BEAN TREFOIL)|trees: stinking bean trefoil
25G3(WALNUT-TREE)|trees: walnut-tree
25G3(WHITE POPLAR)|trees: white poplar
25G3(WILLOW)|trees: willow
25G3(YEW)|trees: yew
25G31|shrubs
25G31(...)|keře (s NAME)
25G31(BLACKBERRY-BUSH)|shrubs: blackberry-bush
25G31(BOX)|shrubs: box
25G31(BROOM)|shrubs: broom
25G31(BUCKTHORN)|shrubs: buckthorn
25G31(HAZEL)|shrubs: hazel
25G31(JUNIPER)|shrubs: juniper
25G31(MYRTLE)|shrubs: myrtle
